,DATE,TIME,RAW WATER FLOW IN ML,CLEAR WATER SUMP LEVEL IN M,CLEAR WATER PUMPING FLOW ML,TREATED WATER PRODUCTION IN ML,REMARKS,DATETIME,Hour,YEAR,MONTH,MONTH-YEAR
5728,2022-07-27,17:00:00,0.0,2.68,0.0,0.0,permitted power failure at Intake,2022-07-27 17:00:00,17,2022,7,07-2022
5729,2022-07-27,18:00:00,0.0,2.51,0.0,0.0,permitted power failure at Intake,2022-07-27 18:00:00,18,2022,7,07-2022
5730,2022-07-27,19:00:00,3.12919,2.76,2.81127,3.0284299999999997,No Remarks,2022-07-27 19:00:00,19,2022,7,07-2022
5731,2022-07-27,20:00:00,3.05739,2.78,2.78689,2.95894,No Remarks,2022-07-27 20:00:00,20,2022,7,07-2022
5732,2022-07-27,21:00:00,3.08864,2.79,2.80281,2.9891900000000002,No Remarks,2022-07-27 21:00:00,21,2022,7,07-2022
5733,2022-07-27,22:00:00,3.0342100000000003,2.86,2.80402,2.93651,No Remarks,2022-07-27 22:00:00,22,2022,7,07-2022
5734,2022-07-27,23:00:00,3.02187,2.9,2.76838,2.92457,No Remarks,2022-07-27 23:00:00,23,2022,7,07-2022
5735,2022-07-27,00:00:00,3.05739,2.94,2.76192,2.95894,No Remarks,2022-07-27 00:00:00,0,2022,7,07-2022
5736,2022-07-28,01:00:00,3.0128600000000003,2.98,2.78662,2.91585,No Remarks,2022-07-28 01:00:00,1,2022,7,07-2022
5737,2022-07-28,02:00:00,2.9448200000000004,3.01,2.80281,2.85,No Remarks,2022-07-28 02:00:00,2,2022,7,07-2022
5738,2022-07-28,03:00:00,2.96207,3.0,2.80281,2.86669,No Remarks,2022-07-28 03:00:00,3,2022,7,07-2022
5739,2022-07-28,04:00:00,2.97823,2.95,2.77956,2.88233,No Remarks,2022-07-28 04:00:00,4,2022,7,07-2022
5740,2022-07-28,05:00:00,2.95439,2.87,2.76527,2.8592600000000004,No Remarks,2022-07-28 05:00:00,5,2022,7,07-2022
5741,2022-07-28,06:00:00,2.89912,2.45,2.78929,2.80577,No Remarks,2022-07-28 06:00:00,6,2022,7,07-2022
5742,2022-07-28,07:00:00,3.07645,2.39,2.76618,2.9773899999999998,No Remarks,2022-07-28 07:00:00,7,2022,7,07-2022
5743,2022-07-28,08:00:00,3.0063400000000002,2.56,1.8737300000000001,2.9095400000000002,No Remarks,2022-07-28 08:00:00,8,2022,7,07-2022
5744,2022-07-28,09:00:00,2.00224,2.57,1.87684,1.93777,No Remarks,2022-07-28 09:00:00,9,2022,7,07-2022
5745,2022-07-28,10:00:00,0.0,2.56,0.0,0.0,No Remarks,2022-07-28 10:00:00,10,2022,7,07-2022
5746,2022-07-28,11:00:00,3.2882100000000003,3.25,0.0,3.18233,No Remarks,2022-07-28 11:00:00,11,2022,7,07-2022
5747,2022-07-28,12:00:00,3.19043,3.61,2.82721,3.0877,No Remarks,2022-07-28 12:00:00,12,2022,7,07-2022
5748,2022-07-28,13:00:00,3.1634800000000003,3.46,2.79429,3.06162,No Remarks,2022-07-28 13:00:00,13,2022,7,07-2022
5749,2022-07-28,14:00:00,3.17168,3.46,2.81321,3.0695500000000004,No Remarks,2022-07-28 14:00:00,14,2022,7,07-2022
5750,2022-07-28,15:00:00,3.17288,3.48,2.7753200000000002,3.07071,No Remarks,2022-07-28 15:00:00,15,2022,7,07-2022
5751,2022-07-28,16:00:00,3.2043600000000003,3.45,2.77852,3.10118,No Remarks,2022-07-28 16:00:00,16,2022,7,07-2022
5752,2022-07-28,17:00:00,2.1259099999999997,3.93,1.88727,2.0574600000000003,No Remarks,2022-07-28 17:00:00,17,2022,7,07-2022
5753,2022-07-28,18:00:00,2.12134,3.72,1.89298,2.05303,No Remarks,2022-07-28 18:00:00,18,2022,7,07-2022
5754,2022-07-28,19:00:00,1.17252,3.53,0.94952,1.13476,No Remarks,2022-07-28 19:00:00,19,2022,7,07-2022
5755,2022-07-28,20:00:00,1.16897,3.47,0.92131,1.13133,No Remarks,2022-07-28 20:00:00,20,2022,7,07-2022
5756,2022-07-28,21:00:00,1.16458,3.45,0.93237,1.1270799999999999,No Remarks,2022-07-28 21:00:00,21,2022,7,07-2022
5757,2022-07-28,22:00:00,1.16431,3.53,0.94955,1.12682,No Remarks,2022-07-28 22:00:00,22,2022,7,07-2022
5758,2022-07-28,23:00:00,1.16223,2.86,0.9355700000000001,1.1248099999999999,No Remarks,2022-07-28 23:00:00,23,2022,7,07-2022
5759,2022-07-28,00:00:00,1.16798,2.87,0.9363400000000001,1.1303699999999999,No Remarks,2022-07-28 00:00:00,0,2022,7,07-2022
5760,2022-07-29,01:00:00,1.15932,2.86,1.8574700000000002,1.12199,No Remarks,2022-07-29 01:00:00,1,2022,7,07-2022
5761,2022-07-29,02:00:00,1.16867,2.75,1.86181,1.13104,No Remarks,2022-07-29 02:00:00,2,2022,7,07-2022
5762,2022-07-29,03:00:00,1.16534,2.68,1.8763800000000002,1.12782,No Remarks,2022-07-29 03:00:00,3,2022,7,07-2022
5763,2022-07-29,04:00:00,2.27499,2.63,1.8888099999999999,2.20174,No Remarks,2022-07-29 04:00:00,4,2022,7,07-2022
5764,2022-07-29,05:00:00,2.28486,2.58,1.86222,2.21129,No Remarks,2022-07-29 05:00:00,5,2022,7,07-2022
5765,2022-07-29,06:00:00,2.2968699999999997,2.6,1.86498,2.2229099999999997,No Remarks,2022-07-29 06:00:00,6,2022,7,07-2022
5766,2022-07-29,07:00:00,2.2996700000000003,2.6,1.86455,2.22562,No Remarks,2022-07-29 07:00:00,7,2022,7,07-2022
5767,2022-07-29,08:00:00,2.2791300000000003,2.55,1.86619,2.20574,No Remarks,2022-07-29 08:00:00,8,2022,7,07-2022
5768,2022-07-29,09:00:00,0.0,2.53,0.0,0.0,No Remarks,2022-07-29 09:00:00,9,2022,7,07-2022
5769,2022-07-29,10:00:00,0.0,2.36,0.0,0.0,No Remarks,2022-07-29 10:00:00,10,2022,7,07-2022
5770,2022-07-29,11:00:00,2.28186,2.61,1.8719700000000001,2.20838,No Remarks,2022-07-29 11:00:00,11,2022,7,07-2022
5771,2022-07-29,12:00:00,2.27419,2.48,1.88249,2.2009600000000002,No Remarks,2022-07-29 12:00:00,12,2022,7,07-2022
5772,2022-07-29,13:00:00,3.2146399999999997,2.54,2.76946,3.11113,No Remarks,2022-07-29 13:00:00,13,2022,7,07-2022
5773,2022-07-29,14:00:00,3.26113,2.62,2.76527,3.15612,No Remarks,2022-07-29 14:00:00,14,2022,7,07-2022
5774,2022-07-29,15:00:00,3.1506100000000004,3.63,2.76192,3.04916,No Remarks,2022-07-29 15:00:00,15,2022,7,07-2022
5775,2022-07-29,16:00:00,3.1520799999999998,3.52,2.76981,3.05058,No Remarks,2022-07-29 16:00:00,16,2022,7,07-2022
5776,2022-07-29,17:00:00,3.0391500000000002,2.43,2.79906,2.94129,No Remarks,2022-07-29 17:00:00,17,2022,7,07-2022
5777,2022-07-29,18:00:00,3.01192,2.48,2.73793,2.91494,No Remarks,2022-07-29 18:00:00,18,2022,7,07-2022
5778,2022-07-29,19:00:00,2.88366,2.5,2.73746,2.79081,No Remarks,2022-07-29 19:00:00,19,2022,7,07-2022
5779,2022-07-29,20:00:00,2.91572,2.52,2.7756700000000003,2.82183,No Remarks,2022-07-29 20:00:00,20,2022,7,07-2022
5780,2022-07-29,21:00:00,3.06075,2.52,2.7326799999999998,2.96219,No Remarks,2022-07-29 21:00:00,21,2022,7,07-2022
5781,2022-07-29,22:00:00,3.0342700000000002,2.59,2.74338,2.93657,No Remarks,2022-07-29 22:00:00,22,2022,7,07-2022
5782,2022-07-29,23:00:00,3.04454,3.67,2.73207,2.9465100000000004,No Remarks,2022-07-29 23:00:00,23,2022,7,07-2022
5783,2022-07-29,00:00:00,3.02267,3.82,2.71612,2.9253400000000003,No Remarks,2022-07-29 00:00:00,0,2022,7,07-2022
5784,2022-07-30,01:00:00,3.0992100000000002,3.68,2.71265,2.99942,No Remarks,2022-07-30 01:00:00,1,2022,7,07-2022
5785,2022-07-30,02:00:00,2.1213200000000003,3.05,1.84254,2.0530100000000004,No Remarks,2022-07-30 02:00:00,2,2022,7,07-2022
5786,2022-07-30,03:00:00,2.18732,2.45,1.86534,2.1168899999999997,No Remarks,2022-07-30 03:00:00,3,2022,7,07-2022
5787,2022-07-30,04:00:00,2.04237,2.22,1.83254,1.97661,No Remarks,2022-07-30 04:00:00,4,2022,7,07-2022
5788,2022-07-30,05:00:00,2.07667,2.42,1.84387,2.0098,No Remarks,2022-07-30 05:00:00,5,2022,7,07-2022
5789,2022-07-30,06:00:00,2.04587,2.6,1.8566,1.9799900000000001,No Remarks,2022-07-30 06:00:00,6,2022,7,07-2022
5790,2022-07-30,07:00:00,3.3636399999999997,2.61,2.7079299999999997,3.25533,No Remarks,2022-07-30 07:00:00,7,2022,7,07-2022
5791,2022-07-30,08:00:00,3.29889,2.76,2.73084,3.19267,No Remarks,2022-07-30 08:00:00,8,2022,7,07-2022
5792,2022-07-30,09:00:00,3.2683400000000002,2.81,2.7433400000000003,3.1631,No Remarks,2022-07-30 09:00:00,9,2022,7,07-2022
5793,2022-07-30,10:00:00,3.25656,2.85,2.7453200000000004,3.1517,No Remarks,2022-07-30 10:00:00,10,2022,7,07-2022
5794,2022-07-30,11:00:00,3.29745,2.89,2.7457399999999996,3.19127,No Remarks,2022-07-30 11:00:00,11,2022,7,07-2022
5795,2022-07-30,12:00:00,3.18756,2.84,2.72898,3.0849200000000003,No Remarks,2022-07-30 12:00:00,12,2022,7,07-2022
5796,2022-07-30,13:00:00,3.18569,2.78,2.7094400000000003,3.08311,No Remarks,2022-07-30 13:00:00,13,2022,7,07-2022
5797,2022-07-30,14:00:00,3.18798,2.74,2.7278800000000003,3.08533,No Remarks,2022-07-30 14:00:00,14,2022,7,07-2022
5798,2022-07-30,15:00:00,3.19856,2.78,2.71767,3.0955700000000004,No Remarks,2022-07-30 15:00:00,15,2022,7,07-2022
5799,2022-07-30,16:00:00,3.1954499999999997,2.82,2.7167800000000004,3.09256,No Remarks,2022-07-30 16:00:00,16,2022,7,07-2022
5800,2022-07-30,17:00:00,3.17545,2.88,2.74323,3.0732,No Remarks,2022-07-30 17:00:00,17,2022,7,07-2022
5801,2022-07-30,18:00:00,3.17258,2.95,2.75434,3.07042,No Remarks,2022-07-30 18:00:00,18,2022,7,07-2022
5802,2022-07-30,19:00:00,3.16956,3.01,2.75232,3.0675,No Remarks,2022-07-30 19:00:00,19,2022,7,07-2022
5803,2022-07-30,20:00:00,3.17856,3.06,2.75467,3.07621,No Remarks,2022-07-30 20:00:00,20,2022,7,07-2022
5804,2022-07-30,21:00:00,3.1653800000000003,3.14,2.75951,3.06345,No Remarks,2022-07-30 21:00:00,21,2022,7,07-2022
5805,2022-07-30,22:00:00,3.12156,3.21,2.75845,3.0210500000000002,No Remarks,2022-07-30 22:00:00,22,2022,7,07-2022
5806,2022-07-30,23:00:00,3.1080500000000004,3.19,2.7748600000000003,3.00797,No Remarks,2022-07-30 23:00:00,23,2022,7,07-2022
5807,2022-07-30,00:00:00,2.07582,3.22,1.87156,2.00898,No Remarks,2022-07-30 00:00:00,0,2022,7,07-2022
5808,2022-07-31,01:00:00,2.0534499999999998,3.24,1.8466600000000002,1.98733,No Remarks,2022-07-31 01:00:00,1,2022,7,07-2022
5809,2022-07-31,02:00:00,2.07182,3.26,1.85755,2.0051099999999997,No Remarks,2022-07-31 02:00:00,2,2022,7,07-2022
5810,2022-07-31,03:00:00,2.06951,3.28,1.84877,2.00287,No Remarks,2022-07-31 03:00:00,3,2022,7,07-2022
5811,2022-07-31,04:00:00,3.1396,3.3,2.78354,3.0385,No Remarks,2022-07-31 04:00:00,4,2022,7,07-2022
5812,2022-07-31,05:00:00,3.1430900000000004,3.32,2.76155,3.0418800000000004,No Remarks,2022-07-31 05:00:00,5,2022,7,07-2022
5813,2022-07-31,06:00:00,3.14407,3.34,2.75195,3.04283,No Remarks,2022-07-31 06:00:00,6,2022,7,07-2022
5814,2022-07-31,07:00:00,3.17545,3.29,2.7433400000000003,3.0732,No Remarks,2022-07-31 07:00:00,7,2022,7,07-2022
5815,2022-07-31,08:00:00,3.17939,3.22,2.75689,3.0770100000000005,No Remarks,2022-07-31 08:00:00,8,2022,7,07-2022
5816,2022-07-31,09:00:00,3.11318,3.18,2.7397600000000004,3.01294,No Remarks,2022-07-31 09:00:00,9,2022,7,07-2022
5817,2022-07-31,10:00:00,3.1302600000000003,3.24,2.75306,3.02947,No Remarks,2022-07-31 10:00:00,10,2022,7,07-2022
5818,2022-07-31,11:00:00,3.12919,3.3,2.76635,3.0284299999999997,No Remarks,2022-07-31 11:00:00,11,2022,7,07-2022
5819,2022-07-31,12:00:00,3.11745,3.14,2.7453000000000003,3.0170700000000004,No Remarks,2022-07-31 12:00:00,12,2022,7,07-2022
5820,2022-07-31,13:00:00,3.1772199999999997,2.95,2.7674600000000003,3.07491,No Remarks,2022-07-31 13:00:00,13,2022,7,07-2022
5821,2022-07-31,14:00:00,0.0,2.15,2.72647,0.0,No Remarks,2022-07-31 14:00:00,14,2022,7,07-2022
5822,2022-07-31,15:00:00,3.23272,2.33,2.72314,3.1286300000000002,No Remarks,2022-07-31 15:00:00,15,2022,7,07-2022
5823,2022-07-31,16:00:00,3.23699,2.66,2.74419,3.13276,No Remarks,2022-07-31 16:00:00,16,2022,7,07-2022
5824,2022-07-31,17:00:00,3.21137,2.87,2.74641,3.1079600000000003,No Remarks,2022-07-31 17:00:00,17,2022,7,07-2022
5825,2022-07-31,18:00:00,3.23058,2.94,2.7009000000000003,3.12656,No Remarks,2022-07-31 18:00:00,18,2022,7,07-2022
5826,2022-07-31,19:00:00,3.1633400000000003,2.8,2.7222800000000005,3.06148,No Remarks,2022-07-31 19:00:00,19,2022,7,07-2022
5827,2022-07-31,20:00:00,3.16654,2.85,2.7506500000000003,3.06458,No Remarks,2022-07-31 20:00:00,20,2022,7,07-2022
5828,2022-07-31,21:00:00,3.13459,2.98,2.75306,3.03366,No Remarks,2022-07-31 21:00:00,21,2022,7,07-2022
5829,2022-07-31,22:00:00,3.1356,3.15,2.7940500000000004,3.0346300000000004,No Remarks,2022-07-31 22:00:00,22,2022,7,07-2022
5830,2022-07-31,23:00:00,2.06343,3.0,1.88328,1.99699,No Remarks,2022-07-31 23:00:00,23,2022,7,07-2022
5831,2022-07-31,00:00:00,2.07454,3.02,1.87578,2.00774,No Remarks,2022-07-31 00:00:00,0,2022,7,07-2022
5832,2022-08-01,01:00:00,2.11723,2.98,1.8853499999999999,2.04906,No Remarks,2022-08-01 01:00:00,1,2022,8,08-2022
5833,2022-08-01,02:00:00,2.17327,2.96,1.89334,2.10329,No Remarks,2022-08-01 02:00:00,2,2022,8,08-2022
5834,2022-08-01,03:00:00,2.17827,2.94,1.83456,2.10813,No Remarks,2022-08-01 03:00:00,3,2022,8,08-2022
5835,2022-08-01,04:00:00,2.19337,2.92,1.82636,2.12274,No Remarks,2022-08-01 04:00:00,4,2022,8,08-2022
5836,2022-08-01,05:00:00,3.17923,2.93,2.7325700000000004,3.0768600000000004,No Remarks,2022-08-01 05:00:00,5,2022,8,08-2022
5837,2022-08-01,06:00:00,2.18726,2.85,1.91937,2.1168299999999998,No Remarks,2022-08-01 06:00:00,6,2022,8,08-2022
5838,2022-08-01,07:00:00,2.1193400000000002,2.8,1.93693,2.0511,No Remarks,2022-08-01 07:00:00,7,2022,8,08-2022
5839,2022-08-01,08:00:00,2.11423,2.74,1.8889200000000002,2.04615,No Remarks,2022-08-01 08:00:00,8,2022,8,08-2022
5840,2022-08-01,09:00:00,2.10576,2.59,1.88449,2.03795,No Remarks,2022-08-01 09:00:00,9,2022,8,08-2022
5841,2022-08-01,10:00:00,2.1003600000000002,2.45,1.8789500000000001,2.03273,No Remarks,2022-08-01 10:00:00,10,2022,8,08-2022
5842,2022-08-01,11:00:00,2.1102399999999997,2.31,1.8711900000000001,2.04229,No Remarks,2022-08-01 11:00:00,11,2022,8,08-2022
5843,2022-08-01,12:00:00,3.29445,2.45,2.74067,3.18837,No Remarks,2022-08-01 12:00:00,12,2022,8,08-2022
5844,2022-08-01,13:00:00,3.3417800000000004,2.56,2.7563400000000002,3.23417,No Remarks,2022-08-01 13:00:00,13,2022,8,08-2022
5845,2022-08-01,14:00:00,3.32167,2.72,2.7455600000000002,3.21471,No Remarks,2022-08-01 14:00:00,14,2022,8,08-2022
5846,2022-08-01,15:00:00,3.31256,2.76,2.75328,3.2059,No Remarks,2022-08-01 15:00:00,15,2022,8,08-2022
5847,2022-08-01,16:00:00,3.29456,2.68,2.75445,3.18848,No Remarks,2022-08-01 16:00:00,16,2022,8,08-2022
5848,2022-08-01,17:00:00,3.2732300000000003,2.93,2.7592399999999997,3.16783,No Remarks,2022-08-01 17:00:00,17,2022,8,08-2022
5849,2022-08-01,18:00:00,3.25956,2.96,2.76567,3.1546,No Remarks,2022-08-01 18:00:00,18,2022,8,08-2022
5850,2022-08-01,19:00:00,3.2477300000000002,3.15,2.76423,3.1431500000000003,No Remarks,2022-08-01 19:00:00,19,2022,8,08-2022
5851,2022-08-01,20:00:00,3.29645,3.26,2.76534,3.1903,No Remarks,2022-08-01 20:00:00,20,2022,8,08-2022
5852,2022-08-01,21:00:00,3.2965400000000002,3.38,2.7547800000000002,3.19039,No Remarks,2022-08-01 21:00:00,21,2022,8,08-2022
5853,2022-08-01,22:00:00,3.25454,3.48,2.77456,3.14974,No Remarks,2022-08-01 22:00:00,22,2022,8,08-2022
5854,2022-08-01,23:00:00,3.19887,3.57,2.7807500000000003,3.09587,No Remarks,2022-08-01 23:00:00,23,2022,8,08-2022
5855,2022-08-01,00:00:00,2.2102600000000003,3.54,2.7817600000000002,2.1390900000000004,No Remarks,2022-08-01 00:00:00,0,2022,8,08-2022
5856,2022-08-02,01:00:00,2.2122100000000002,3.31,2.78545,2.14098,No Remarks,2022-08-02 01:00:00,1,2022,8,08-2022
5857,2022-08-02,02:00:00,2.12123,3.11,1.85698,2.05293,No Remarks,2022-08-02 02:00:00,2,2022,8,08-2022
5858,2022-08-02,03:00:00,2.07856,2.91,1.84548,2.0116300000000003,No Remarks,2022-08-02 03:00:00,3,2022,8,08-2022
5859,2022-08-02,04:00:00,1.1064500000000002,3.21,0.92377,1.0708199999999999,No Remarks,2022-08-02 04:00:00,4,2022,8,08-2022
5860,2022-08-02,05:00:00,1.09727,3.39,0.92765,1.06194,No Remarks,2022-08-02 05:00:00,5,2022,8,08-2022
5861,2022-08-02,06:00:00,0.0,3.3,0.0,0.0,No Remarks,2022-08-02 06:00:00,6,2022,8,08-2022
5862,2022-08-02,07:00:00,0.0,3.25,0.0,0.0,No Remarks,2022-08-02 07:00:00,7,2022,8,08-2022
5863,2022-08-02,08:00:00,0.0,3.11,0.0,0.0,No Remarks,2022-08-02 08:00:00,8,2022,8,08-2022
5864,2022-08-02,09:00:00,0.0,2.92,0.0,0.0,No Remarks,2022-08-02 09:00:00,9,2022,8,08-2022
5865,2022-08-02,10:00:00,0.0,2.72,0.0,0.0,No Remarks,2022-08-02 10:00:00,10,2022,8,08-2022
5866,2022-08-02,11:00:00,1.10227,2.92,0.0,1.06678,No Remarks,2022-08-02 11:00:00,11,2022,8,08-2022
5867,2022-08-02,12:00:00,1.1046099999999999,3.11,0.0,1.06904,No Remarks,2022-08-02 12:00:00,12,2022,8,08-2022
5868,2022-08-02,13:00:00,2.25818,3.59,1.9022100000000002,2.18547,No Remarks,2022-08-02 13:00:00,13,2022,8,08-2022
5869,2022-08-02,14:00:00,0.0,3.22,0.9345100000000001,0.0,No Remarks,2022-08-02 14:00:00,14,2022,8,08-2022
5870,2022-08-02,15:00:00,2.2437600000000004,3.34,1.95421,2.17151,No Remarks,2022-08-02 15:00:00,15,2022,8,08-2022
5871,2022-08-02,16:00:00,2.2457800000000003,3.38,1.93576,2.17347,No Remarks,2022-08-02 16:00:00,16,2022,8,08-2022
5872,2022-08-02,17:00:00,2.21265,3.46,1.92998,2.1414,No Remarks,2022-08-02 17:00:00,17,2022,8,08-2022
5873,2022-08-02,18:00:00,1.1346500000000002,3.02,1.03476,1.09811,No Remarks,2022-08-02 18:00:00,18,2022,8,08-2022
5874,2022-08-02,19:00:00,0.0,2.92,0.0,0.0,No Remarks,2022-08-02 19:00:00,19,2022,8,08-2022
5875,2022-08-02,20:00:00,0.0,2.87,0.0,0.0,No Remarks,2022-08-02 20:00:00,20,2022,8,08-2022
5876,2022-08-02,21:00:00,0.0,2.82,0.0,0.0,No Remarks,2022-08-02 21:00:00,21,2022,8,08-2022
5877,2022-08-02,22:00:00,0.0,2.78,0.0,0.0,No Remarks,2022-08-02 22:00:00,22,2022,8,08-2022
5878,2022-08-02,23:00:00,0.0,2.73,0.0,0.0,No Remarks,2022-08-02 23:00:00,23,2022,8,08-2022
5879,2022-08-02,00:00:00,0.0,2.69,0.0,0.0,No Remarks,2022-08-02 00:00:00,0,2022,8,08-2022
5880,2022-08-03,01:00:00,0.0,2.68,0.0,0.0,No Remarks,2022-08-03 01:00:00,1,2022,8,08-2022
5881,2022-08-03,02:00:00,0.0,2.67,0.0,0.0,No Remarks,2022-08-03 02:00:00,2,2022,8,08-2022
5882,2022-08-03,03:00:00,0.0,2.66,0.0,0.0,No Remarks,2022-08-03 03:00:00,3,2022,8,08-2022
5883,2022-08-03,04:00:00,0.0,2.65,0.0,0.0,No Remarks,2022-08-03 04:00:00,4,2022,8,08-2022
5884,2022-08-03,05:00:00,0.0,2.64,0.0,0.0,No Remarks,2022-08-03 05:00:00,5,2022,8,08-2022
5885,2022-08-03,06:00:00,0.0,2.63,0.0,0.0,No Remarks,2022-08-03 06:00:00,6,2022,8,08-2022
5886,2022-08-03,07:00:00,1.1545,2.46,0.0,1.11733,No Remarks,2022-08-03 07:00:00,7,2022,8,08-2022
5887,2022-08-03,08:00:00,1.13234,2.61,0.0,1.0958800000000002,No Remarks,2022-08-03 08:00:00,8,2022,8,08-2022
5888,2022-08-03,09:00:00,1.15643,2.76,0.0,1.1191900000000001,No Remarks,2022-08-03 09:00:00,9,2022,8,08-2022
5889,2022-08-03,10:00:00,2.2196700000000003,2.89,1.8804500000000002,2.1481999999999997,No Remarks,2022-08-03 10:00:00,10,2022,8,08-2022
5890,2022-08-03,11:00:00,2.18754,2.97,1.8769900000000002,2.1170999999999998,No Remarks,2022-08-03 11:00:00,11,2022,8,08-2022
5891,2022-08-03,12:00:00,2.09823,3.0,1.82343,2.03067,No Remarks,2022-08-03 12:00:00,12,2022,8,08-2022
5892,2022-08-03,13:00:00,0.0,2.91,0.0,0.0,No Remarks,2022-08-03 13:00:00,13,2022,8,08-2022
5893,2022-08-03,14:00:00,2.3216799999999997,3.22,0.0,2.2469200000000003,No Remarks,2022-08-03 14:00:00,14,2022,8,08-2022
5894,2022-08-03,15:00:00,2.29845,3.12,2.8217600000000003,2.22444,No Remarks,2022-08-03 15:00:00,15,2022,8,08-2022
5895,2022-08-03,16:00:00,3.31654,3.25,2.8164499999999997,3.20975,No Remarks,2022-08-03 16:00:00,16,2022,8,08-2022
5896,2022-08-03,17:00:00,3.30959,3.29,2.81123,3.20302,No Remarks,2022-08-03 17:00:00,17,2022,8,08-2022
5897,2022-08-03,18:00:00,3.26751,3.36,2.80944,3.1623,No Remarks,2022-08-03 18:00:00,18,2022,8,08-2022
5898,2022-08-03,19:00:00,3.2878800000000004,3.41,2.80131,3.1820100000000004,No Remarks,2022-08-03 19:00:00,19,2022,8,08-2022
5899,2022-08-03,20:00:00,3.2574899999999998,3.49,2.80011,3.1526,No Remarks,2022-08-03 20:00:00,20,2022,8,08-2022
5900,2022-08-03,21:00:00,3.2543200000000003,3.54,2.7882100000000003,3.1495300000000004,No Remarks,2022-08-03 21:00:00,21,2022,8,08-2022
5901,2022-08-03,22:00:00,3.1547600000000005,3.68,2.7983200000000004,3.05318,No Remarks,2022-08-03 22:00:00,22,2022,8,08-2022
5902,2022-08-03,23:00:00,2.23143,3.51,2.78676,2.15958,No Remarks,2022-08-03 23:00:00,23,2022,8,08-2022
5903,2022-08-03,00:00:00,2.00954,2.93,2.76633,1.94483,No Remarks,2022-08-03 00:00:00,0,2022,8,08-2022
5904,2022-08-04,01:00:00,1.1274300000000002,2.69,0.93667,1.0911300000000002,No Remarks,2022-08-04 01:00:00,1,2022,8,08-2022
5905,2022-08-04,02:00:00,1.13449,2.65,0.9395399999999999,1.09796,No Remarks,2022-08-04 02:00:00,2,2022,8,08-2022
5906,2022-08-04,03:00:00,1.15611,2.71,0.9284500000000001,1.11888,No Remarks,2022-08-04 03:00:00,3,2022,8,08-2022
5907,2022-08-04,04:00:00,1.14212,2.75,0.9293600000000001,1.10534,No Remarks,2022-08-04 04:00:00,4,2022,8,08-2022
5908,2022-08-04,05:00:00,1.12123,2.87,0.93015,1.0851300000000001,No Remarks,2022-08-04 05:00:00,5,2022,8,08-2022
5909,2022-08-04,06:00:00,1.0954300000000001,2.95,0.9361900000000001,1.0601600000000002,No Remarks,2022-08-04 06:00:00,6,2022,8,08-2022
5910,2022-08-04,07:00:00,1.08976,2.86,0.92929,1.05467,No Remarks,2022-08-04 07:00:00,7,2022,8,08-2022
5911,2022-08-04,08:00:00,1.0886600000000002,2.59,0.94587,1.05361,No Remarks,2022-08-04 08:00:00,8,2022,8,08-2022
5912,2022-08-04,09:00:00,1.0771300000000001,2.46,0.9250700000000001,1.04245,No Remarks,2022-08-04 09:00:00,9,2022,8,08-2022
5913,2022-08-04,10:00:00,1.07486,2.33,0.91332,1.0402500000000001,No Remarks,2022-08-04 10:00:00,10,2022,8,08-2022
5914,2022-08-04,11:00:00,1.04291,2.09,0.91513,1.00933,No Remarks,2022-08-04 11:00:00,11,2022,8,08-2022
5915,2022-08-04,12:00:00,1.03591,2.04,0.93726,1.00255,No Remarks,2022-08-04 12:00:00,12,2022,8,08-2022
5916,2022-08-04,13:00:00,1.06859,1.96,0.94664,1.03418,No Remarks,2022-08-04 13:00:00,13,2022,8,08-2022
5917,2022-08-04,14:00:00,1.06199,1.94,0.90402,1.02779,No Remarks,2022-08-04 14:00:00,14,2022,8,08-2022
5918,2022-08-04,15:00:00,1.0604500000000001,1.9,0.91078,1.0263,No Remarks,2022-08-04 15:00:00,15,2022,8,08-2022
5919,2022-08-04,16:00:00,1.06499,1.83,0.91142,1.0307000000000002,No Remarks,2022-08-04 16:00:00,16,2022,8,08-2022
5920,2022-08-04,17:00:00,1.07246,1.82,0.92188,1.03793,No Remarks,2022-08-04 17:00:00,17,2022,8,08-2022
5921,2022-08-04,18:00:00,1.08228,1.83,0.93183,1.04743,No Remarks,2022-08-04 18:00:00,18,2022,8,08-2022
5922,2022-08-04,19:00:00,1.08079,1.85,0.91181,1.04599,No Remarks,2022-08-04 19:00:00,19,2022,8,08-2022
5923,2022-08-04,20:00:00,1.0791300000000001,1.83,0.92196,1.04438,No Remarks,2022-08-04 20:00:00,20,2022,8,08-2022
5924,2022-08-04,21:00:00,1.07552,1.82,0.90401,1.04089,No Remarks,2022-08-04 21:00:00,21,2022,8,08-2022
5925,2022-08-04,22:00:00,1.07579,1.74,0.92864,1.04115,No Remarks,2022-08-04 22:00:00,22,2022,8,08-2022
5926,2022-08-04,23:00:00,1.06943,1.68,0.91281,1.03499,No Remarks,2022-08-04 23:00:00,23,2022,8,08-2022
5927,2022-08-04,00:00:00,1.06623,1.9,0.0,1.0319,No Remarks,2022-08-04 00:00:00,0,2022,8,08-2022
5928,2022-08-05,01:00:00,0.0,2.29,0.0,0.0,No Remarks,2022-08-05 01:00:00,1,2022,8,08-2022
5929,2022-08-05,02:00:00,2.10181,2.56,0.93535,2.03413,No Remarks,2022-08-05 02:00:00,2,2022,8,08-2022
