,DATE,TIME,RAW WATER FLOW IN ML,CLEAR WATER SUMP LEVEL IN M,CLEAR WATER PUMPING FLOW ML,TREATED WATER PRODUCTION IN ML,REMARKS,DATETIME,Hour,YEAR,MONTH,MONTH-YEAR
0,2021-12-01,01:00:00,3.51043,2.84,2.77743,3.39739,No Remarks,2021-12-01 01:00:00,1,2021,12,12-2021
1,2021-12-01,02:00:00,3.49087,3.12,2.79467,3.37846,No Remarks,2021-12-01 02:00:00,2,2021,12,12-2021
2,2021-12-01,03:00:00,3.50543,3.44,2.79543,3.39256,No Remarks,2021-12-01 03:00:00,3,2021,12,12-2021
3,2021-12-01,04:00:00,3.5155600000000002,3.72,2.7982600000000004,3.4023600000000003,No Remarks,2021-12-01 04:00:00,4,2021,12,12-2021
4,2021-12-01,05:00:00,3.5073200000000004,4.01,2.8088699999999998,3.3943800000000004,No Remarks,2021-12-01 05:00:00,5,2021,12,12-2021
5,2021-12-01,06:00:00,2.4067600000000002,3.62,2.8100500000000004,2.32926,No Remarks,2021-12-01 06:00:00,6,2021,12,12-2021
6,2021-12-01,07:00:00,2.41013,3.35,,2.33252,No Remarks,2021-12-01 07:00:00,7,2021,12,12-2021
7,2021-12-01,08:00:00,1.21554,3.01,0.9359,1.1764000000000001,No Remarks,2021-12-01 08:00:00,8,2021,12,12-2021
8,2021-12-01,09:00:00,1.22733,2.62,0.92789,1.18781,No Remarks,2021-12-01 09:00:00,9,2021,12,12-2021
9,2021-12-01,10:00:00,1.21027,2.66,0.92842,1.1713,No Remarks,2021-12-01 10:00:00,10,2021,12,12-2021
10,2021-12-01,11:00:00,1.21987,2.68,0.9285599999999999,1.18059,No Remarks,2021-12-01 11:00:00,11,2021,12,12-2021
11,2021-12-01,12:00:00,1.2241700000000002,2.75,0.9303400000000001,1.18475,No Remarks,2021-12-01 12:00:00,12,2021,12,12-2021
12,2021-12-01,13:00:00,1.21015,2.78,0.93618,1.17118,No Remarks,2021-12-01 13:00:00,13,2021,12,12-2021
13,2021-12-01,14:00:00,1.2156,2.76,0.93214,1.17646,No Remarks,2021-12-01 14:00:00,14,2021,12,12-2021
14,2021-12-01,15:00:00,1.2230699999999999,2.74,0.93516,1.1836900000000001,No Remarks,2021-12-01 15:00:00,15,2021,12,12-2021
15,2021-12-01,16:00:00,1.22034,2.68,0.93347,1.18105,No Remarks,2021-12-01 16:00:00,16,2021,12,12-2021
16,2021-12-01,17:00:00,1.2254500000000002,2.63,0.92531,1.18599,No Remarks,2021-12-01 17:00:00,17,2021,12,12-2021
17,2021-12-01,18:00:00,1.21832,2.6,0.9297200000000001,1.17909,No Remarks,2021-12-01 18:00:00,18,2021,12,12-2021
18,2021-12-01,19:00:00,1.22743,2.31,1.83754,1.18791,No Remarks,2021-12-01 19:00:00,19,2021,12,12-2021
19,2021-12-01,20:00:00,2.44556,1.81,2.7437199999999997,2.36681,No Remarks,2021-12-01 20:00:00,20,2021,12,12-2021
20,2021-12-01,21:00:00,2.4589600000000003,1.5,2.70209,2.3797800000000002,No Remarks,2021-12-01 21:00:00,21,2021,12,12-2021
21,2021-12-01,22:00:00,3.55823,1.6,2.7087399999999997,3.4436500000000003,No Remarks,2021-12-01 22:00:00,22,2021,12,12-2021
22,2021-12-01,23:00:00,3.5187399999999998,1.9,2.67994,3.40544,No Remarks,2021-12-01 23:00:00,23,2021,12,12-2021
23,2021-12-02,00:00:00,3.52301,2.1,2.70209,3.4095700000000004,No Remarks,2021-12-02 00:00:00,0,2021,12,12-2021
24,2021-12-02,01:00:00,3.52088,2.3,2.7220400000000002,3.4075100000000003,No Remarks,2021-12-02 01:00:00,1,2021,12,12-2021
25,2021-12-02,02:00:00,3.55396,2.5,2.76192,3.43952,No Remarks,2021-12-02 02:00:00,2,2021,12,12-2021
26,2021-12-02,03:00:00,3.51127,2.86,2.7453000000000003,3.39821,No Remarks,2021-12-02 03:00:00,3,2021,12,12-2021
27,2021-12-02,04:00:00,3.54782,3.16,2.74034,3.43358,No Remarks,2021-12-02 04:00:00,4,2021,12,12-2021
28,2021-12-02,05:00:00,3.54012,3.4,2.74223,3.42613,No Remarks,2021-12-02 05:00:00,5,2021,12,12-2021
29,2021-12-02,06:00:00,3.54223,3.7,2.7433400000000003,3.42817,No Remarks,2021-12-02 06:00:00,6,2021,12,12-2021
30,2021-12-02,07:00:00,2.4453400000000003,4.0,2.74514,2.3666,No Remarks,2021-12-02 07:00:00,7,2021,12,12-2021
31,2021-12-02,08:00:00,2.4512199999999997,3.49,2.78223,2.37229,No Remarks,2021-12-02 08:00:00,8,2021,12,12-2021
32,2021-12-02,09:00:00,2.44935,2.65,2.76081,2.37048,No Remarks,2021-12-02 09:00:00,9,2021,12,12-2021
33,2021-12-02,10:00:00,2.4472199999999997,2.4,2.74419,2.36842,No Remarks,2021-12-02 10:00:00,10,2021,12,12-2021
34,2021-12-02,11:00:00,3.54862,2.2,2.76081,3.43435,No Remarks,2021-12-02 11:00:00,11,2021,12,12-2021
35,2021-12-02,12:00:00,3.5507600000000004,2.4,2.75306,3.43643,No Remarks,2021-12-02 12:00:00,12,2021,12,12-2021
36,2021-12-02,13:00:00,3.54436,2.5,2.76303,3.43023,No Remarks,2021-12-02 13:00:00,13,2021,12,12-2021
37,2021-12-02,14:00:00,3.54756,2.62,2.79183,3.43333,No Remarks,2021-12-02 14:00:00,14,2021,12,12-2021
38,2021-12-02,15:00:00,3.50914,2.84,2.79183,3.39615,No Remarks,2021-12-02 15:00:00,15,2021,12,12-2021
39,2021-12-02,16:00:00,3.5262100000000003,2.96,2.80402,3.4126700000000003,No Remarks,2021-12-02 16:00:00,16,2021,12,12-2021
40,2021-12-02,17:00:00,3.51661,3.11,2.8062300000000002,3.4033800000000003,No Remarks,2021-12-02 17:00:00,17,2021,12,12-2021
41,2021-12-02,18:00:00,3.53155,3.46,2.79183,3.41783,No Remarks,2021-12-02 18:00:00,18,2021,12,12-2021
42,2021-12-02,19:00:00,2.46109,3.24,2.8007,2.3818400000000004,No Remarks,2021-12-02 19:00:00,19,2021,12,12-2021
43,2021-12-02,20:00:00,2.4707,2.97,2.79516,2.39114,No Remarks,2021-12-02 20:00:00,20,2021,12,12-2021
44,2021-12-02,21:00:00,2.47283,3.16,1.8867,2.3931999999999998,No Remarks,2021-12-02 21:00:00,21,2021,12,12-2021
45,2021-12-02,22:00:00,2.46856,3.45,1.8867,2.3890700000000002,No Remarks,2021-12-02 22:00:00,22,2021,12,12-2021
46,2021-12-02,23:00:00,2.48137,3.71,1.8911300000000002,2.4014699999999998,No Remarks,2021-12-02 23:00:00,23,2021,12,12-2021
47,2021-12-02,00:00:00,2.47497,3.96,1.90332,2.39528,No Remarks,2021-12-02 00:00:00,0,2021,12,12-2021
48,2021-12-03,01:00:00,0.0,2.92,1.85236,0.0,No Remarks,2021-12-03 01:00:00,1,2021,12,12-2021
49,2021-12-03,02:00:00,2.56248,1.68,1.8290899999999999,2.47997,No Remarks,2021-12-03 02:00:00,2,2021,12,12-2021
50,2021-12-03,03:00:00,2.30741,1.98,1.81691,2.2331100000000004,No Remarks,2021-12-03 03:00:00,3,2021,12,12-2021
51,2021-12-03,04:00:00,2.31381,2.16,1.83796,2.23931,No Remarks,2021-12-03 04:00:00,4,2021,12,12-2021
52,2021-12-03,05:00:00,2.30954,2.35,1.86565,2.23517,No Remarks,2021-12-03 05:00:00,5,2021,12,12-2021
53,2021-12-03,06:00:00,2.31381,2.46,1.84793,2.23931,No Remarks,2021-12-03 06:00:00,6,2021,12,12-2021
54,2021-12-03,07:00:00,2.32875,2.08,1.84793,2.25376,No Remarks,2021-12-03 07:00:00,7,2021,12,12-2021
55,2021-12-03,08:00:00,2.3255500000000002,2.28,1.8423900000000002,2.25067,No Remarks,2021-12-03 08:00:00,8,2021,12,12-2021
56,2021-12-03,09:00:00,2.3212800000000002,2.36,1.86455,2.2465300000000004,No Remarks,2021-12-03 09:00:00,9,2021,12,12-2021
57,2021-12-03,10:00:00,2.3212800000000002,2.38,1.84128,2.2465300000000004,No Remarks,2021-12-03 10:00:00,10,2021,12,12-2021
58,2021-12-03,11:00:00,2.3170100000000002,2.41,1.84793,2.2424,No Remarks,2021-12-03 11:00:00,11,2021,12,12-2021
59,2021-12-03,12:00:00,2.32448,2.44,1.87008,2.2496300000000002,No Remarks,2021-12-03 12:00:00,12,2021,12,12-2021
60,2021-12-03,13:00:00,2.31061,2.48,1.8501400000000001,2.2362100000000003,No Remarks,2021-12-03 13:00:00,13,2021,12,12-2021
61,2021-12-03,14:00:00,2.31061,2.51,1.86122,2.2362100000000003,No Remarks,2021-12-03 14:00:00,14,2021,12,12-2021
62,2021-12-03,15:00:00,0.0,2.35,1.84128,0.0,No Remarks,2021-12-03 15:00:00,15,2021,12,12-2021
63,2021-12-03,16:00:00,2.4674899999999997,1.96,1.84903,2.38804,No Remarks,2021-12-03 16:00:00,16,2021,12,12-2021
64,2021-12-03,17:00:00,2.4739,2.2,1.8407,2.39424,No Remarks,2021-12-03 17:00:00,17,2021,12,12-2021
65,2021-12-03,18:00:00,2.4674899999999997,2.3,1.83796,2.38804,No Remarks,2021-12-03 18:00:00,18,2021,12,12-2021
66,2021-12-03,19:00:00,2.4482800000000005,2.4,1.84682,2.36945,No Remarks,2021-12-03 19:00:00,19,2021,12,12-2021
67,2021-12-03,20:00:00,2.4514899999999997,2.55,1.86122,2.3725500000000004,No Remarks,2021-12-03 20:00:00,20,2021,12,12-2021
68,2021-12-03,21:00:00,2.46002,2.67,1.8435000000000001,2.38081,No Remarks,2021-12-03 21:00:00,21,2021,12,12-2021
69,2021-12-03,22:00:00,1.23055,2.53,1.8579,1.19093,No Remarks,2021-12-03 22:00:00,22,2021,12,12-2021
70,2021-12-03,23:00:00,1.2209400000000001,2.42,1.83131,1.1816300000000002,No Remarks,2021-12-03 23:00:00,23,2021,12,12-2021
71,2021-12-03,00:00:00,1.21881,2.31,0.9295,1.17956,No Remarks,2021-12-03 00:00:00,0,2021,12,12-2021
72,2021-12-04,01:00:00,1.2273399999999999,2.23,0.93726,1.1878199999999999,No Remarks,2021-12-04 01:00:00,1,2021,12,12-2021
73,2021-12-04,02:00:00,1.23802,2.21,0.91178,1.1981600000000001,No Remarks,2021-12-04 02:00:00,2,2021,12,12-2021
74,2021-12-04,03:00:00,1.2209400000000001,2.25,0.93504,1.1816300000000002,No Remarks,2021-12-04 03:00:00,3,2021,12,12-2021
75,2021-12-04,04:00:00,1.21881,2.28,0.91178,1.17956,No Remarks,2021-12-04 04:00:00,4,2021,12,12-2021
76,2021-12-04,05:00:00,2.4386799999999997,2.29,1.87341,2.36015,No Remarks,2021-12-04 05:00:00,5,2021,12,12-2021
77,2021-12-04,06:00:00,2.46536,2.34,1.89003,2.38598,No Remarks,2021-12-04 06:00:00,6,2021,12,12-2021
78,2021-12-04,07:00:00,2.4461500000000003,2.37,1.88449,2.3673800000000003,No Remarks,2021-12-04 07:00:00,7,2021,12,12-2021
79,2021-12-04,08:00:00,2.4344099999999997,2.41,1.86233,2.35602,No Remarks,2021-12-04 08:00:00,8,2021,12,12-2021
80,2021-12-04,09:00:00,2.4514899999999997,2.62,2.79626,2.3725500000000004,No Remarks,2021-12-04 09:00:00,9,2021,12,12-2021
81,2021-12-04,10:00:00,3.53582,2.19,2.7386500000000003,3.42197,No Remarks,2021-12-04 10:00:00,10,2021,12,12-2021
82,2021-12-04,11:00:00,3.5144699999999998,2.41,2.7874000000000003,3.4013000000000004,No Remarks,2021-12-04 11:00:00,11,2021,12,12-2021
83,2021-12-04,12:00:00,2.4602,2.86,1.85457,2.38098,No Remarks,2021-12-04 12:00:00,12,2021,12,12-2021
84,2021-12-04,13:00:00,2.4461500000000003,2.93,1.87452,2.3673800000000003,No Remarks,2021-12-04 13:00:00,13,2021,12,12-2021
85,2021-12-04,14:00:00,2.4258699999999997,3.59,0.94723,2.34776,No Remarks,2021-12-04 14:00:00,14,2021,12,12-2021
86,2021-12-04,15:00:00,0.0,3.72,0.96717,0.0,No Remarks,2021-12-04 15:00:00,15,2021,12,12-2021
87,2021-12-04,16:00:00,0.0,2.95,0.95277,0.0,No Remarks,2021-12-04 16:00:00,16,2021,12,12-2021
88,2021-12-04,17:00:00,2.45362,2.37,1.85457,2.37461,No Remarks,2021-12-04 17:00:00,17,2021,12,12-2021
89,2021-12-04,18:00:00,2.46002,2.64,1.85236,2.38081,No Remarks,2021-12-04 18:00:00,18,2021,12,12-2021
90,2021-12-04,19:00:00,2.46002,2.83,1.83906,2.38081,No Remarks,2021-12-04 19:00:00,19,2021,12,12-2021
91,2021-12-04,20:00:00,2.45682,2.95,1.86344,2.37771,No Remarks,2021-12-04 20:00:00,20,2021,12,12-2021
92,2021-12-04,21:00:00,2.4344099999999997,3.11,1.86455,2.35602,No Remarks,2021-12-04 21:00:00,21,2021,12,12-2021
93,2021-12-04,22:00:00,2.4589600000000003,3.32,1.8889200000000002,2.3797800000000002,No Remarks,2021-12-04 22:00:00,22,2021,12,12-2021
94,2021-12-04,23:00:00,1.19319,3.11,1.8579,1.15477,No Remarks,2021-12-04 23:00:00,23,2021,12,12-2021
95,2021-12-04,00:00:00,1.18679,2.63,0.9162100000000001,1.14858,No Remarks,2021-12-04 00:00:00,0,2021,12,12-2021
96,2021-12-05,01:00:00,1.18786,2.77,0.91067,1.14961,No Remarks,2021-12-05 01:00:00,1,2021,12,12-2021
97,2021-12-05,02:00:00,1.19106,2.9,0.91178,1.1527100000000001,No Remarks,2021-12-05 02:00:00,2,2021,12,12-2021
98,2021-12-05,03:00:00,1.17505,3.03,0.91067,1.13721,No Remarks,2021-12-05 03:00:00,3,2021,12,12-2021
99,2021-12-05,04:00:00,1.18359,3.15,0.91067,1.14548,No Remarks,2021-12-05 04:00:00,4,2021,12,12-2021
100,2021-12-05,05:00:00,1.19319,3.28,0.9151,1.15477,No Remarks,2021-12-05 05:00:00,5,2021,12,12-2021
101,2021-12-05,06:00:00,1.19639,3.33,0.90402,1.15787,No Remarks,2021-12-05 06:00:00,6,2021,12,12-2021
102,2021-12-05,07:00:00,1.1761199999999998,3.25,0.91953,1.13825,No Remarks,2021-12-05 07:00:00,7,2021,12,12-2021
103,2021-12-05,08:00:00,1.19426,2.53,1.81358,1.1558,No Remarks,2021-12-05 08:00:00,8,2021,12,12-2021
104,2021-12-05,09:00:00,2.3821100000000004,2.25,1.79475,2.3054099999999997,No Remarks,2021-12-05 09:00:00,9,2021,12,12-2021
105,2021-12-05,10:00:00,2.39599,2.44,1.8224500000000001,2.3188400000000002,No Remarks,2021-12-05 10:00:00,10,2021,12,12-2021
106,2021-12-05,11:00:00,3.4451,2.46,2.75195,3.3341700000000003,No Remarks,2021-12-05 11:00:00,11,2021,12,12-2021
107,2021-12-05,12:00:00,3.44083,2.67,2.7486300000000004,3.33004,No Remarks,2021-12-05 12:00:00,12,2021,12,12-2021
108,2021-12-05,13:00:00,3.44083,2.84,2.76414,3.33004,No Remarks,2021-12-05 13:00:00,13,2021,12,12-2021
109,2021-12-05,14:00:00,3.44403,3.0,277.743,3.33313,No Remarks,2021-12-05 14:00:00,14,2021,12,12-2021
110,2021-12-05,15:00:00,3.43763,3.18,2.78408,3.32694,No Remarks,2021-12-05 15:00:00,15,2021,12,12-2021
111,2021-12-05,16:00:00,3.46111,3.18,2.773,3.34966,No Remarks,2021-12-05 16:00:00,16,2021,12,12-2021
112,2021-12-05,17:00:00,3.47498,3.26,2.75195,3.36309,No Remarks,2021-12-05 17:00:00,17,2021,12,12-2021
113,2021-12-05,18:00:00,2.37251,3.44,2.79294,2.2961199999999997,No Remarks,2021-12-05 18:00:00,18,2021,12,12-2021
114,2021-12-05,19:00:00,2.37358,3.08,2.77632,2.2971500000000002,No Remarks,2021-12-05 19:00:00,19,2021,12,12-2021
115,2021-12-05,20:00:00,2.38638,2.69,2.7220400000000002,2.30954,No Remarks,2021-12-05 20:00:00,20,2021,12,12-2021
116,2021-12-05,21:00:00,2.39065,2.35,1.8711900000000001,2.31367,No Remarks,2021-12-05 21:00:00,21,2021,12,12-2021
117,2021-12-05,22:00:00,2.40346,2.53,1.83906,2.32607,No Remarks,2021-12-05 22:00:00,22,2021,12,12-2021
118,2021-12-05,23:00:00,2.38318,2.77,1.8457100000000002,2.3064400000000003,No Remarks,2021-12-05 23:00:00,23,2021,12,12-2021
119,2021-12-05,00:00:00,2.37144,2.98,1.86676,2.29508,No Remarks,2021-12-05 00:00:00,0,2021,12,12-2021
120,2021-12-06,01:00:00,2.38425,3.23,1.86011,2.30748,No Remarks,2021-12-06 01:00:00,1,2021,12,12-2021
121,2021-12-06,02:00:00,2.39172,3.44,1.8534700000000002,2.3147100000000003,No Remarks,2021-12-06 02:00:00,2,2021,12,12-2021
122,2021-12-06,03:00:00,2.38745,3.67,1.8711900000000001,2.3105700000000002,No Remarks,2021-12-06 03:00:00,3,2021,12,12-2021
123,2021-12-06,04:00:00,2.37998,3.89,1.9121800000000002,2.3033400000000004,No Remarks,2021-12-06 04:00:00,4,2021,12,12-2021
124,2021-12-06,05:00:00,1.19319,3.75,1.8889200000000002,1.15477,No Remarks,2021-12-06 05:00:00,5,2021,12,12-2021
125,2021-12-06,06:00:00,1.19319,3.11,1.87452,1.15477,No Remarks,2021-12-06 06:00:00,6,2021,12,12-2021
126,2021-12-06,07:00:00,3.49206,2.14,2.7320100000000003,3.37962,No Remarks,2021-12-06 07:00:00,7,2021,12,12-2021
127,2021-12-06,08:00:00,3.51341,2.27,2.77521,3.4002800000000004,No Remarks,2021-12-06 08:00:00,8,2021,12,12-2021
128,2021-12-06,09:00:00,3.48352,2.49,2.76192,3.37135,No Remarks,2021-12-06 09:00:00,9,2021,12,12-2021
129,2021-12-06,10:00:00,3.4856599999999998,2.67,2.8073400000000004,3.3734200000000003,No Remarks,2021-12-06 10:00:00,10,2021,12,12-2021
130,2021-12-06,11:00:00,3.5176700000000003,2.8,2.81842,3.4044000000000003,No Remarks,2021-12-06 11:00:00,11,2021,12,12-2021
131,2021-12-06,12:00:00,3.5038000000000005,2.86,2.81731,3.39098,No Remarks,2021-12-06 12:00:00,12,2021,12,12-2021
132,2021-12-06,13:00:00,3.54115,2.9,2.7874000000000003,3.42712,No Remarks,2021-12-06 13:00:00,13,2021,12,12-2021
133,2021-12-06,14:00:00,3.50807,3.0,2.79737,3.3951100000000003,No Remarks,2021-12-06 14:00:00,14,2021,12,12-2021
134,2021-12-06,15:00:00,3.4845900000000003,3.05,2.80291,3.3723899999999998,No Remarks,2021-12-06 15:00:00,15,2021,12,12-2021
135,2021-12-06,16:00:00,3.5144699999999998,3.1,2.82396,3.4013000000000004,No Remarks,2021-12-06 16:00:00,16,2021,12,12-2021
136,2021-12-06,17:00:00,3.53155,3.25,2.8217399999999997,3.41783,No Remarks,2021-12-06 17:00:00,17,2021,12,12-2021
137,2021-12-06,18:00:00,3.49846,3.42,2.83061,3.38581,No Remarks,2021-12-06 18:00:00,18,2021,12,12-2021
138,2021-12-06,19:00:00,3.5262100000000003,3.65,2.8571999999999997,3.4126700000000003,No Remarks,2021-12-06 19:00:00,19,2021,12,12-2021
139,2021-12-06,20:00:00,3.5101999999999998,3.86,2.8328200000000003,3.39717,No Remarks,2021-12-06 20:00:00,20,2021,12,12-2021
140,2021-12-06,21:00:00,2.44081,3.92,2.8571999999999997,2.3622199999999998,No Remarks,2021-12-06 21:00:00,21,2021,12,12-2021
141,2021-12-06,22:00:00,2.4386799999999997,3.87,2.8328200000000003,2.36015,No Remarks,2021-12-06 22:00:00,22,2021,12,12-2021
142,2021-12-06,23:00:00,2.43548,3.77,2.8084499999999997,2.35706,No Remarks,2021-12-06 23:00:00,23,2021,12,12-2021
143,2021-12-06,00:00:00,2.4280100000000004,3.51,1.90443,2.34983,No Remarks,2021-12-06 00:00:00,0,2021,12,12-2021
144,2021-12-07,01:00:00,2.4301399999999997,3.62,1.90775,2.35189,No Remarks,2021-12-07 01:00:00,1,2021,12,12-2021
145,2021-12-07,02:00:00,2.4258699999999997,3.74,1.88781,2.34776,No Remarks,2021-12-07 02:00:00,2,2021,12,12-2021
146,2021-12-07,03:00:00,2.4226199999999998,3.85,1.92548,2.3446100000000003,No Remarks,2021-12-07 03:00:00,3,2021,12,12-2021
147,2021-12-07,04:00:00,2.4376100000000003,3.94,2.84833,2.35912,No Remarks,2021-12-07 04:00:00,4,2021,12,12-2021
148,2021-12-07,05:00:00,2.44081,3.78,2.84944,2.3622199999999998,No Remarks,2021-12-07 05:00:00,5,2021,12,12-2021
149,2021-12-07,06:00:00,2.4248000000000003,3.51,2.81621,2.34672,No Remarks,2021-12-07 06:00:00,6,2021,12,12-2021
150,2021-12-07,07:00:00,2.41413,3.21,2.77521,2.3364000000000003,No Remarks,2021-12-07 07:00:00,7,2021,12,12-2021
151,2021-12-07,08:00:00,2.41947,2.94,1.84793,2.34156,No Remarks,2021-12-07 08:00:00,8,2021,12,12-2021
152,2021-12-07,09:00:00,2.4386799999999997,2.63,1.8855899999999999,2.36015,No Remarks,2021-12-07 09:00:00,9,2021,12,12-2021
153,2021-12-07,10:00:00,2.43654,2.17,2.76192,2.35808,No Remarks,2021-12-07 10:00:00,10,2021,12,12-2021
154,2021-12-07,11:00:00,3.51554,2.3,2.76529,3.40234,No Remarks,2021-12-07 11:00:00,11,2021,12,12-2021
155,2021-12-07,12:00:00,3.5262100000000003,2.53,2.74309,3.4126700000000003,No Remarks,2021-12-07 12:00:00,12,2021,12,12-2021
156,2021-12-07,13:00:00,3.5187399999999998,2.63,2.78519,3.40544,No Remarks,2021-12-07 13:00:00,13,2021,12,12-2021
157,2021-12-07,14:00:00,3.51234,2.76,2.76524,3.39924,No Remarks,2021-12-07 14:00:00,14,2021,12,12-2021
158,2021-12-07,15:00:00,3.5144699999999998,3.4,1.8756199999999998,3.4013000000000004,No Remarks,2021-12-07 15:00:00,15,2021,12,12-2021
159,2021-12-07,16:00:00,2.37251,4.0,1.9022100000000002,2.2961199999999997,No Remarks,2021-12-07 16:00:00,16,2021,12,12-2021
160,2021-12-07,17:00:00,2.36856,3.98,2.828,2.29229,No Remarks,2021-12-07 17:00:00,17,2021,12,12-2021
161,2021-12-07,18:00:00,2.38085,3.69,2.8261700000000003,2.30419,No Remarks,2021-12-07 18:00:00,18,2021,12,12-2021
162,2021-12-07,19:00:00,2.39043,3.2,2.7707800000000002,2.31346,No Remarks,2021-12-07 19:00:00,19,2021,12,12-2021
163,2021-12-07,20:00:00,2.40366,3.23,1.87784,2.3262600000000004,No Remarks,2021-12-07 20:00:00,20,2021,12,12-2021
164,2021-12-07,21:00:00,2.41013,3.39,1.8807800000000001,2.33252,No Remarks,2021-12-07 21:00:00,21,2021,12,12-2021
165,2021-12-07,22:00:00,2.39887,3.56,1.8816700000000002,2.3216300000000003,No Remarks,2021-12-07 22:00:00,22,2021,12,12-2021
166,2021-12-07,23:00:00,2.40709,3.64,1.93102,2.32958,No Remarks,2021-12-07 23:00:00,23,2021,12,12-2021
167,2021-12-07,00:00:00,2.40346,3.8,1.9321300000000001,2.32607,No Remarks,2021-12-07 00:00:00,0,2021,12,12-2021
168,2021-12-08,01:00:00,1.2156,3.74,1.94764,1.17646,No Remarks,2021-12-08 01:00:00,1,2021,12,12-2021
169,2021-12-08,02:00:00,1.2027999999999999,3.25,1.90554,1.16407,No Remarks,2021-12-08 02:00:00,2,2021,12,12-2021
170,2021-12-08,03:00:00,1.2995999999999999,2.72,1.90332,1.25775,No Remarks,2021-12-08 03:00:00,3,2021,12,12-2021
171,2021-12-08,04:00:00,1.17932,2.2,1.85568,1.1413499999999999,No Remarks,2021-12-08 04:00:00,4,2021,12,12-2021
172,2021-12-08,05:00:00,2.40346,1.72,1.84903,2.32607,No Remarks,2021-12-08 05:00:00,5,2021,12,12-2021
173,2021-12-08,06:00:00,2.38246,1.71,1.84739,2.3057399999999997,No Remarks,2021-12-08 06:00:00,6,2021,12,12-2021
174,2021-12-08,07:00:00,2.38532,2.01,1.86412,2.30851,No Remarks,2021-12-08 07:00:00,7,2021,12,12-2021
175,2021-12-08,08:00:00,2.38318,2.19,1.85901,2.3064400000000003,No Remarks,2021-12-08 08:00:00,8,2021,12,12-2021
176,2021-12-08,09:00:00,3.45044,1.98,2.75084,3.3393400000000004,No Remarks,2021-12-08 09:00:00,9,2021,12,12-2021
177,2021-12-08,10:00:00,3.4442399999999997,2.19,2.7574899999999998,3.33334,No Remarks,2021-12-08 10:00:00,10,2021,12,12-2021
178,2021-12-08,11:00:00,3.45364,2.31,2.7541599999999997,3.34243,No Remarks,2021-12-08 11:00:00,11,2021,12,12-2021
179,2021-12-08,12:00:00,3.45471,2.45,2.74752,3.34347,No Remarks,2021-12-08 12:00:00,12,2021,12,12-2021
180,2021-12-08,13:00:00,3.47498,2.48,2.74973,3.36309,No Remarks,2021-12-08 13:00:00,13,2021,12,12-2021
181,2021-12-08,14:00:00,3.47072,2.53,2.773,3.35896,No Remarks,2021-12-08 14:00:00,14,2021,12,12-2021
182,2021-12-08,15:00:00,3.46218,2.66,2.80513,3.3507,No Remarks,2021-12-08 15:00:00,15,2021,12,12-2021
183,2021-12-08,16:00:00,3.42802,2.62,2.74198,3.31764,No Remarks,2021-12-08 16:00:00,16,2021,12,12-2021
184,2021-12-08,17:00:00,3.45471,2.65,2.74641,3.34347,No Remarks,2021-12-08 17:00:00,17,2021,12,12-2021
185,2021-12-08,18:00:00,3.46218,2.96,2.79181,3.3507,No Remarks,2021-12-08 18:00:00,18,2021,12,12-2021
186,2021-12-08,19:00:00,2.37358,3.0,2.77854,2.2971500000000002,No Remarks,2021-12-08 19:00:00,19,2021,12,12-2021
187,2021-12-08,20:00:00,2.39599,2.61,2.76192,2.3188400000000002,No Remarks,2021-12-08 20:00:00,20,2021,12,12-2021
188,2021-12-08,21:00:00,2.38958,2.21,2.7486300000000004,2.31264,No Remarks,2021-12-08 21:00:00,21,2021,12,12-2021
189,2021-12-08,22:00:00,2.37358,1.78,2.74198,2.2971500000000002,No Remarks,2021-12-08 22:00:00,22,2021,12,12-2021
190,2021-12-08,23:00:00,2.37785,1.88,1.8324200000000002,2.30128,No Remarks,2021-12-08 23:00:00,23,2021,12,12-2021
191,2021-12-08,00:00:00,2.38105,2.1,1.84128,2.30438,No Remarks,2021-12-08 00:00:00,0,2021,12,12-2021
192,2021-12-09,01:00:00,2.37251,2.34,1.84128,2.2961199999999997,No Remarks,2021-12-09 01:00:00,1,2021,12,12-2021
193,2021-12-09,02:00:00,2.37144,2.59,1.8723,2.29508,No Remarks,2021-12-09 02:00:00,2,2021,12,12-2021
194,2021-12-09,03:00:00,2.36077,2.84,1.8756199999999998,2.28475,No Remarks,2021-12-09 03:00:00,3,2021,12,12-2021
195,2021-12-09,04:00:00,2.38532,3.08,1.9066400000000001,2.30851,No Remarks,2021-12-09 04:00:00,4,2021,12,12-2021
196,2021-12-09,05:00:00,2.37144,3.89,0.9461200000000001,2.29508,No Remarks,2021-12-09 05:00:00,5,2021,12,12-2021
197,2021-12-09,06:00:00,0.0,3.38,0.9483400000000001,0.0,No Remarks,2021-12-09 06:00:00,6,2021,12,12-2021
198,2021-12-09,07:00:00,2.4290700000000003,3.07,2.76303,2.35085,No Remarks,2021-12-09 07:00:00,7,2021,12,12-2021
199,2021-12-09,08:00:00,2.42574,2.51,2.70239,2.34763,No Remarks,2021-12-09 08:00:00,8,2021,12,12-2021
200,2021-12-09,09:00:00,3.50914,2.56,2.70431,3.39615,No Remarks,2021-12-09 09:00:00,9,2021,12,12-2021
201,2021-12-09,10:00:00,3.48245,2.61,2.7397600000000004,3.3703200000000004,No Remarks,2021-12-09 10:00:00,10,2021,12,12-2021
