DATETIME,RAW WATER FLOW IN ML,CLEAR WATER PUMPING FLOW ML,TREATED WATER PRODUCTION IN ML,Capacity Utilisation,Recovery rate,Water lost (MLD)
2022-01-25,76.09869,66.39369,73.64834,0.7919176344086022,0.9678003655516277,2.4503500000000003
2022-01-26,69.60897,62.53202,67.36758,0.7243825806451614,0.9678002705685776,2.2413899999999956
2022-01-27,71.50736,54.821850000000005,69.20483,0.7441379569892473,0.9678000977801445,2.3025300000000044
2022-01-28,63.06495,54.698890000000006,61.03426,0.6562823655913979,0.9678000220407691,2.03069
2022-01-29,70.27162,62.12399,68.00888,0.7312782795698926,0.9678000877167768,2.2627399999999938
2022-01-30,72.94178,60.26316,70.59309,0.7590654838709677,0.9678004841669617,2.3486899999999906
2022-01-31,66.82377,56.51741,64.67206,0.6953984946236559,0.9678002303671285,2.1517099999999942
2022-02-01,63.73823,55.16336,61.68585,0.6632887096774194,0.9677998588915946,2.0523799999999994
2022-02-02,66.57356,56.06602,64.4299,0.692794623655914,0.9678001296610848,2.143659999999997
2022-02-03,46.99627,37.713300000000004,45.483000000000004,0.4890645161290323,0.9678002105273461,1.5132699999999986
2022-02-04,76.47527,66.88035,74.01276,0.7958361290322581,0.9677999175419715,2.4625099999999946
2022-02-05,70.53288,60.636520000000004,68.26172,0.7339969892473118,0.9677999820792798,2.271160000000009
2022-02-06,62.02302,50.80406,60.025870000000005,0.6454394623655915,0.9677998588266099,1.9971499999999978
2022-02-07,71.62944,64.64548,69.32297,0.7454082795698924,0.9677999716317759,2.3064700000000045
2022-02-08,70.93548,63.13608,68.65136,0.7381866666666667,0.9678000346230123,2.2841200000000015
2022-02-09,59.222120000000004,49.74505,57.315180000000005,0.6162922580645162,0.9678002070847852,1.9069399999999987
2022-02-10,70.02493,61.25061,67.77012,0.7287109677419356,0.9677998964083221,2.254809999999992
2022-02-11,71.43197,57.61977,69.13186,0.7433533333333334,0.9677999920763769,2.3001100000000037
2022-02-12,66.34972,55.285270000000004,64.21327,0.6904652688172043,0.9678001655470436,2.1364500000000106
2022-02-13,51.60015,48.150760000000005,49.93863,0.5369745161290322,0.9678000936043791,1.661519999999996
2022-02-14,57.425940000000004,49.28565,55.57682,0.5976002150537634,0.9677999175982143,1.8491200000000063
2022-02-15,63.01872,57.57405,60.98951,0.655801182795699,0.967799885494342,2.029209999999999
2022-02-16,46.07069,38.385220000000004,44.58722,0.4794324731182796,0.9678001349665049,1.483469999999997
2022-02-17,72.26357,336.94265,69.93667,0.7520072043010754,0.9677998194664339,2.326899999999995
2022-02-18,64.63523,327.69624000000005,62.55398,0.6726234408602151,0.9678000681671589,2.0812500000000043
2022-02-19,61.3069,56.401740000000004,59.33283,0.6379874193548387,0.9678001986725802,1.9740699999999975
2022-02-20,70.76136,58.57153,68.48283,0.7363745161290324,0.9677997992124517,2.2785299999999893
2022-02-21,71.0691,60.52931,68.78067,0.7395770967741936,0.9677999299273523,2.2884300000000053
2022-02-22,68.65956,60.66605,66.44872000000001,0.7145023655913979,0.9677999684239167,2.2108399999999904
2022-02-23,110.30222,65.74613000000001,106.75049,1.1478547311827958,0.967800013453945,3.5517300000000063
2022-02-24,70.86562,63.78705,68.58377,0.7374598924731183,0.9678003240499412,2.2818500000000057
2022-02-25,66.43314,56.91652,64.29398,0.6913331182795699,0.9677998059402282,2.1391599999999897
2022-02-26,62.01943,53.90122,60.022400000000005,0.6454021505376345,0.9677999297961946,1.9970299999999952
2022-02-27,56.04433,48.68223,54.23972,0.5832227956989248,0.967800310932435,1.8046100000000038
2022-02-28,71.81207,61.25366,69.49972,0.7473088172043011,0.9677999812566327,2.3123500000000092
2022-03-01,69.64099,86.05104,67.39856,0.7247156989247312,0.9678001418417516,2.242429999999999
2022-03-02,70.85438,62.29271,68.57373,0.7373519354838709,0.9678121521915792,2.2806500000000085
2022-03-03,65.47699,52.98346,63.36864,0.6813832258064516,0.9678001386441252,2.1083500000000015
2022-03-04,65.34038,331.00741999999997,63.23642,0.6799615053763441,0.9678000036118555,2.1039599999999936
2022-03-05,74.12993,61.91189,71.74293,0.7714293548387097,0.9677997807363369,2.3870000000000005
2022-03-06,75.75346,63.537240000000004,73.3142,0.7883247311827957,0.9678000186394126,2.4392600000000044
2022-03-07,72.83928,63.23482,70.49385,0.7579983870967741,0.9677999288296094,2.3454300000000075
2022-03-08,71.72036,58.91635,69.41098,0.7463546236559139,0.9678002173999126,2.3093800000000044
2022-03-09,63.08014,54.49812,61.048950000000005,0.6564403225806452,0.9677998495247475,2.031189999999995
2022-03-10,72.82966,61.948895,70.48454,0.7578982795698924,0.9677999320606466,2.3451200000000085
2022-03-11,72.07726,63.72688,69.75639,0.7500687096774193,0.9678002465687514,2.3208699999999993
2022-03-12,72.39264,60.46011,70.0616,0.7533505376344086,0.9678000415511853,2.3310400000000016
2022-03-13,75.11586,61.27409,72.69711,0.7816893548387096,0.9677997429570798,2.418750000000003
2022-03-14,67.35211,58.679030000000004,65.18339,0.7008966666666667,0.9678002663910604,2.1687199999999933
2022-03-15,64.08661000000001,54.1187,62.02301,0.6669140860215054,0.9677998258918672,2.063600000000008
2022-03-16,70.31126,58.90191,68.04724,0.7316907526881721,0.9678000365802006,2.264020000000002
2022-03-17,72.21814,58.98353,69.89272,0.751534623655914,0.9678000568832151,2.3254200000000083
2022-03-18,73.13871,65.33501,70.78364,0.7611144086021506,0.9677999516261635,2.3550699999999978
2022-03-19,73.70418,62.05303,71.33091,0.7669990322580645,0.9678000623573861,2.373269999999991
2022-03-20,70.47629,241.84023000000002,68.20698,0.7334083870967743,0.9678003765521709,2.2693100000000044
2022-03-21,67.29893,56.27567,65.13189,0.7003429032258064,0.9677997852268974,2.16704
2022-03-22,58.12144,53.00344,56.24994,0.6048380645161291,0.9678001783851192,1.8714999999999975
2022-03-23,68.77765,58.74488,66.56304,0.7157316129032258,0.9678004409862798,2.2146099999999933
2022-03-24,66.63949,57.76064,64.4937,0.6934806451612904,0.9678000236796531,2.145789999999991
2022-03-25,67.94654,62.225030000000004,65.75869,0.707082688172043,0.9678004207425426,2.1878499999999974
2022-03-26,57.604820000000004,45.51234,55.749950000000005,0.5994618279569893,0.9678000903396626,1.8548699999999982
2022-03-27,73.9377,63.759209999999996,71.55693000000001,0.7694293548387098,0.9678003237861065,2.3807699999999983
2022-03-28,139.69299,120.42757,135.19487,1.4537082795698926,0.9677999590387463,4.49812
2022-03-29,73.59634,64.26428,71.22653,0.7658766666666667,0.9677998933099119,2.369810000000001
2022-03-30,75.56196,66.34263,73.12885,0.7863317204301076,0.9677998029696424,2.433109999999999
2022-03-31,73.78899,64.41471,71.41299000000001,0.7678816129032259,0.9678000742387178,2.3759999999999906
2022-04-01,70.13755,61.36734,67.87913,0.72988311827957,0.967800129887628,2.258420000000001
2022-04-02,105.36137000000001,63.62052,101.97403,1.0964949462365592,0.9678502661838964,3.387340000000009
2022-04-03,70.05441,62.269380000000005,67.79866,0.7290178494623656,0.9678000285777868,2.255750000000006
2022-04-04,73.00539,62.77752,70.65464,0.7597273118279569,0.9678003226885028,2.350750000000005
2022-04-05,69.08965,60.19312,66.86499,0.7189783870967743,0.9678003868886295,2.22466
2022-04-06,64.37216000000001,55.773520000000005,62.29939,0.6698859139784946,0.9678002105257925,2.0727700000000056
2022-04-07,62.31996,257.43622999999997,60.31327,0.6485297849462366,0.9678002039795918,2.006689999999999
2022-04-08,46.46004,41.835930000000005,44.96403,0.4834841935483871,0.9678000707704945,1.4960099999999983
2022-04-09,75.82766,66.69151,73.386,0.7890967741935483,0.9677998767204474,2.441659999999999
2022-04-10,70.15386000000001,61.33278,67.89489,0.7300525806451613,0.9677997760921494,2.258970000000005
2022-04-11,69.44517,60.89217,67.20905,0.7226779569892474,0.9678002084234224,2.2361199999999997
2022-04-12,70.61215,327.85367,68.33846,0.7348221505376343,0.9678003006564734,2.273690000000002
2022-04-13,49.48004,42.02491,47.88678,0.5149116129032258,0.96779994519002,1.5932600000000008
2022-04-14,60.98688,54.97208,59.02311,0.6346570967741936,0.9678001235675608,1.9637699999999967
2022-04-15,68.16886,59.13329,65.97382,0.7093959139784947,0.9677999602751169,2.1950399999999917
2022-04-16,68.88683,62.24757,66.66868,0.7168675268817204,0.9678000860251516,2.2181500000000085
2022-04-17,73.50281,332.33192,71.13602,0.7649034408602151,0.9678000065575725,2.3667899999999946
2022-04-18,66.81219,57.130810000000004,64.66083,0.6952777419354839,0.9677998880144477,2.151359999999997
2022-04-19,69.69052,56.41297,67.44649,0.7252310752688171,0.9678000680723862,2.2440300000000093
2022-04-20,64.81618,55.638708667,62.72912,0.6745066666666667,0.9678003239314628,2.087060000000001
2022-04-21,70.10021,57.440690000000004,67.84297000000001,0.7294943010752689,0.967799811156058,2.257239999999996
2022-04-22,64.04498,57.73917,61.98274,0.6664810752688172,0.9678001304708036,2.0622399999999956
2022-04-23,34.36757,25.03792,33.26093,0.3576444086021506,0.967799876453296,1.1066399999999987
2022-04-24,73.54833,66.95649,71.18009,0.7653773118279571,0.9678002206168379,2.36824
2022-04-25,61.77173,52.048610000000004,59.78267,0.6428244086021506,0.9677998333541897,1.989059999999995
2022-04-26,67.43364,59.16189,65.26227,0.7017448387096774,0.9677998992787576,2.171369999999996
2022-04-27,66.1511,54.825120000000005,64.02104,0.6883982795698924,0.9678000819336338,2.1300600000000003
2022-04-28,38.7067,31.066370000000003,37.46035,0.4027994623655914,0.9678001482947397,1.2463499999999996
2022-04-29,50.83366,44.27068,49.19681,0.5289979569892473,0.9677998790565149,1.6368500000000026
2022-04-30,80.68474,67.3352,78.08670000000001,0.839641935483871,0.9678001069347191,2.5980399999999975
2022-05-01,50.38741,43.358090000000004,48.76494,0.5243541935483871,0.9678000913323388,1.6224699999999999
2022-05-02,61.40044,55.625240000000005,59.42333,0.6389605376344086,0.9677997421516848,1.9771100000000033
2022-05-03,74.11345,66.76438,71.72698,0.7712578494623655,0.9677997718362861,2.3864700000000028
2022-05-04,64.36387,55.01478,62.29137,0.6697996774193549,0.9678002581261815,2.072500000000005
2022-05-05,68.04177,56.47683,65.85082,0.7080733333333333,0.9677999264275459,2.190950000000001
2022-05-06,61.171110000000006,55.91428,59.20142,0.6365744086021505,0.9678003227340487,1.969690000000007
2022-05-07,66.52726,335.09943999999996,64.38508,0.6923126881720431,0.967799966509969,2.142179999999996
2022-05-08,64.34292,54.60419,62.27108,0.6695815053763441,0.9678000314564522,2.071840000000009
2022-05-09,72.55368,64.4877,67.76827,0.7286910752688173,0.93404318016674,4.785409999999999
2022-05-10,70.81814,59.73359,68.53778,0.736965376344086,0.9677997755942191,2.2803600000000017
2022-05-11,72.34762,61.165600000000005,70.01803,0.7528820430107527,0.9678000464977284,2.3295900000000103
2022-05-12,68.13445,58.761250000000004,65.94051999999999,0.7090378494623655,0.967799989579427,2.193930000000009
2022-05-13,61.28466,54.17328,59.33241,0.6379829032258065,0.9681445568923773,1.9522499999999994
2022-05-14,63.05238,54.524280000000005,61.02208,0.6561513978494624,0.9677997880492378,2.030299999999997
2022-05-15,64.89008,59.158500000000004,62.80063,0.6752755913978494,0.9678001629833096,2.0894499999999994
2022-05-16,59.268100000000004,54.97573,57.35966,0.6167705376344086,0.9677998788555732,1.908440000000006
2022-05-17,55.46692,46.17663,53.6809,0.5772139784946236,0.9678002672583947,1.7860200000000006
2022-05-18,52.49306,45.84494,50.8028,0.5462666666666667,0.9678003149368697,1.690260000000002
2022-05-19,63.4585,50.73576,61.415130000000005,0.6603777419354839,0.9677999007225195,2.043369999999996
2022-05-20,64.151,58.862480000000005,62.08534,0.6675843010752689,0.9678000342940875,2.065659999999994
2022-05-21,68.35628,58.09728,66.15520000000001,0.7113462365591399,0.9677998861260444,2.2010799999999904
2022-05-22,69.41301,60.00253,67.17790000000001,0.7223430107526883,0.9677998404045582,2.2351099999999917
2022-05-23,69.45293,62.73378,67.21653,0.7227583870967742,0.967799774609941,2.236399999999989
2022-05-24,69.04928,59.956,66.8259,0.718558064516129,0.9678000987121084,2.2233799999999917
2022-05-25,67.01934,56.05169,64.86131,0.6974334408602151,0.9677998917924289,2.1580299999999966
2022-05-26,63.228010000000005,58.794380000000004,61.19205,0.6579790322580645,0.9677997140824137,2.035960000000003
2022-05-27,70.52812,59.46463,68.25711,0.7339474193548386,0.9677999356852274,2.271010000000004
2022-05-28,0.0,0.0,0.0,0.0,,0.0
2022-05-29,62.53669,53.76462,60.523,0.6507849462365591,0.9677998627685604,2.013689999999997
2022-05-30,68.32587,62.16769,66.1258,0.7110301075268817,0.967800336827032,2.2000699999999966
2022-05-31,64.33798,56.18609,62.266310000000004,0.6695302150537635,0.9678002013740562,2.0716699999999975
2022-06-01,70.52238,63.6571,68.25154,0.7338875268817205,0.9677997254204979,2.2708399999999926
2022-06-02,65.57752,58.405590000000004,63.46591,0.6824291397849462,0.9677997887080816,2.111610000000006
2022-06-03,70.64885,62.085750000000004,68.37395000000001,0.7352037634408602,0.9677999004937803,2.274899999999988
2022-06-04,67.61154,60.71626,65.43446,0.7035963440860216,0.9678001713908602,2.1770800000000037
2022-06-05,71.29567,60.8192,68.99997,0.7419351612903227,0.9678002885729245,2.2956999999999965
2022-06-06,64.96421000000001,59.903890000000004,62.872370000000004,0.6760469892473119,0.9678001164025545,2.091840000000005
2022-06-07,64.10184,53.94091,62.03775,0.6670725806451613,0.9677998322669054,2.064089999999993
2022-06-08,64.45307,55.585480000000004,62.37769,0.6707278494623656,0.9678001373712688,2.0753799999999956
2022-06-09,65.35855000000001,57.91542,60.938990000000004,0.6552579569892474,0.9323797728070772,4.419560000000004
2022-06-10,58.993990000000004,51.88929,57.09438,0.6139180645161291,0.9677999402990033,1.8996100000000027
2022-06-11,67.73780000000001,62.44129,65.55666,0.7049103225806451,0.9678002533297507,2.1811400000000134
2022-06-12,68.85734,60.80053,66.64014,0.7165606451612904,0.9678000921906076,2.217199999999991
2022-06-13,68.717,61.36929,64.29459,0.6913396774193549,0.9356431450732715,4.422409999999999
2022-06-14,52.81084,43.36445,51.11034,0.5495735483870968,0.9678001713284622,1.7004999999999981
2022-06-15,0.0,0.0,0.0,0.0,,0.0
2022-06-16,0.0,0.0,0.0,0.0,,0.0
2022-06-17,19.05517,9.26903,18.44159,0.19829666666666668,0.9677998149583552,0.6135799999999989
2022-06-18,53.390100000000004,50.52129,51.67095,0.5556016129032257,0.9678002101513201,1.7191500000000062
2022-06-19,74.29495,66.89565,71.90268,0.7731470967741936,0.9678003686657034,2.3922699999999963
2022-06-20,75.31734,67.24046,72.89211,0.7837861290322581,0.9677998452945895,2.425229999999999
2022-06-21,59.16615,53.67685,57.26099,0.6157095698924732,0.9677998314914862,1.9051600000000022
2022-06-22,71.81232,62.30663,69.49997,0.7473115053763442,0.9678000933544552,2.312349999999995
2022-06-23,75.35313000000001,66.96321,72.92676,0.7841587096774194,0.9678000104308871,2.4263700000000057
2022-06-24,67.68727,63.039640000000006,65.50773000000001,0.7043841935483872,0.9677998536504724,2.1795399999999887
2022-06-25,65.74756000000001,55.82519,63.63049,0.6841988172043011,0.9678000217802759,2.1170700000000053
2022-06-26,74.41649,66.25751,72.02028,0.7744116129032258,0.9678000131422485,2.3962099999999964
2022-06-27,47.83657,41.14276,46.29624,0.4978090322580645,0.9678001579126596,1.5403300000000044
2022-06-28,76.2995,66.79642,73.84264,0.7940068817204301,0.9677997889894431,2.456859999999992
2022-06-29,72.06401,65.80528,69.74357,0.7499308602150538,0.9678002931005367,2.3204399999999907
2022-06-30,63.08377,245.46915,61.052440000000004,0.6564778494623656,0.9677994831317153,2.031329999999997
2022-07-01,74.13635000000001,65.10388,71.7492,0.7714967741935485,0.9678005458860599,2.3871500000000054
2022-07-02,71.50203,63.01159,69.19966000000001,0.744082365591398,0.9677999351906513,2.3023699999999963
2022-07-03,70.39725,63.664970000000004,68.13047,0.7325856989247312,0.967800162648399,2.266779999999997
2022-07-04,36.41505,31.86682,35.24248,0.37895139784946236,0.9677998519842758,1.1725700000000003
2022-07-05,51.54468,43.467600000000004,49.884930000000004,0.5363970967741936,0.9677997806951174,1.6597499999999954
2022-07-06,38.8941,36.77782,37.64172,0.40474967741935486,0.9678002576226213,1.2523800000000023
2022-07-07,10.0918,7.30189,9.76685,0.10501989247311828,0.9678005905784896,0.3249499999999994
2022-07-08,35.29696,28.99383,34.1604,0.3673161290322581,0.9678000598351814,1.1365599999999958
2022-07-09,55.45953,326.36403,53.67372,0.5771367741935485,0.9677997631786638,1.785809999999998
2022-07-10,65.47002,56.15366,63.36189,0.6813106451612904,0.9678000709332302,2.1081300000000027
2022-07-11,61.70123,57.29848,59.71444,0.6420907526881721,0.9677998315430665,1.9867899999999992
2022-07-12,63.81975,56.792500000000004,59.7113,0.6420569892473118,0.9356241602325299,4.108449999999998
2022-07-13,61.99902,54.58542,60.00241,0.6451872043010752,0.9677961038738999,1.996610000000004
2022-07-14,43.77041,39.64403,42.36101,0.4554947311827957,0.9678001645403824,1.409399999999998
2022-07-15,39.02923,35.284060000000004,37.772510000000004,0.4061560215053764,0.9678005433363662,1.2567199999999943
2022-07-16,43.44139,34.13108,42.04256,0.45207053763440863,0.9677996030974148,1.3988299999999967
2022-07-17,46.52052,43.20086,45.02254,0.48411333333333334,0.9677995860751342,1.4979799999999983
2022-07-18,38.1938,33.52228,36.96396,0.397461935483871,0.9678000094256135,1.229840000000003
2022-07-19,41.53381,37.07132,40.19642,0.4322195698924732,0.9677999682668169,1.3373899999999992
2022-07-20,35.47806,30.800720000000002,34.33567,0.36920075268817204,0.9678000995544852,1.142389999999999
2022-07-21,26.87133,22.00196,26.00608,0.2796352688172043,0.9678002540253869,0.8652499999999996
2022-07-22,49.06076,40.12652,47.481,0.5105483870967742,0.9677999280891694,1.5797600000000003
2022-07-23,48.27232,40.7478,46.71797,0.5023437634408602,0.9678003874684291,1.5543499999999995
2022-07-24,63.25488,59.29865,61.21808,0.6582589247311827,0.9678001128134304,2.0367999999999995
2022-07-25,64.83930000000001,52.726356184000004,62.75147,0.6747469892473118,0.9677999299807368,2.087830000000011
2022-07-26,65.45073000000001,58.27096,63.34321,0.6811097849462365,0.9677999007803273,2.107520000000008
2022-07-27,44.891149999999996,39.91005,43.445660000000004,0.4671576344086022,0.9678001120488116,1.4454899999999924
2022-07-28,56.275400000000005,46.63657,54.46335,0.5856274193548386,0.9678003177231969,1.8120500000000064
2022-07-29,56.27604,51.737700000000004,54.46396,0.5856339784946236,0.9678001508279545,1.8120800000000017
2022-07-30,70.17984,60.3964,67.92006,0.7303232258064517,0.9678001545743052,2.259779999999992
2022-07-31,67.29338,61.542390000000005,65.12654,0.700285376344086,0.9678001015850297,2.1668399999999934
2022-08-01,66.18076,57.448660000000004,64.04973,0.6887067741935483,0.967799856030665,2.1310300000000097
2022-08-02,20.91762,18.03076,20.24408,0.21767827956989247,0.9678003520476995,0.6735399999999991
2022-08-03,41.6579,33.58079,40.31653,0.4335110752688172,0.9678003451926286,1.3413699999999977
2022-08-04,26.04369,21.272100000000002,25.205090000000002,0.2710224731182796,0.9678002617908599,0.8385999999999996
2022-08-05,43.60784,37.18029,40.42817,0.4347115053763441,0.9270849003298489,3.1796700000000016
2022-08-06,58.89459,53.36666,56.9982,0.6128838709677419,0.9678002682419556,1.8963900000000038
2022-08-07,59.41386,329.09617000000003,57.50074,0.6182875268817204,0.9678001059012157,1.9131199999999993
2022-08-08,58.051210000000005,49.93886,56.18195,0.6041069892473119,0.9677998098575378,1.8692600000000041
2022-08-09,56.527060000000006,48.74996,54.70688,0.5882460215053763,0.9677998466575122,1.8201800000000077
2022-08-10,66.09498,56.77512,63.966730000000005,0.6878143010752689,0.9678001264241248,2.1282500000000013
2022-08-11,70.94489,63.76749,68.66048,0.7382847311827958,0.9678002178874335,2.284409999999994
2022-08-12,72.05553,62.66775,69.73533,0.7498422580645162,0.9677998343777362,2.3202
2022-08-13,69.33295,61.16906,67.10042,0.7215098924731183,0.9677998700473585,2.232529999999997
2022-08-14,73.58119,65.75534,71.21188000000001,0.7657191397849463,0.9678000586834761,2.3693099999999987
2022-08-15,74.74076,64.36540000000001,72.3341,0.7777860215053765,0.9677998992785196,2.406659999999988
2022-08-16,70.73504,63.51934,68.45738,0.7361008602150537,0.9678001171696518,2.2776599999999974
2022-08-17,70.92034,64.43327000000001,68.63672,0.738029247311828,0.9678002107716912,2.283619999999999
2022-08-18,53.359230000000004,45.057430000000004,51.64105,0.5552801075268817,0.9677997602289238,1.7181800000000038
2022-08-19,45.66725,37.81357,44.19674,0.4752337634408602,0.967799462415626,1.4705100000000044
2022-08-20,60.310900000000004,52.4909,58.36887,0.6276222580645161,0.9677996846341208,1.9420300000000026
2022-08-21,62.655080000000005,52.945299999999996,60.63758,0.6520169892473118,0.9677998974704045,2.0175000000000054
2022-08-22,54.950050000000005,49.57825,53.18066,0.5718350537634409,0.9678000292993364,1.7693900000000014
2022-08-23,73.76289,65.88655,71.38772,0.7676098924731183,0.9677999330015405,2.375169999999997
2022-08-24,63.348380000000006,54.67204,61.30856,0.6592318279569892,0.9677999658396946,2.039820000000006
2022-08-25,54.08336,46.92624,52.34188,0.5628159139784946,0.9678000775099773,1.7414799999999957
2022-08-26,43.8419,37.47157,42.43021,0.4562388172043011,0.9678004374810398,1.4116900000000001
2022-08-27,44.28492,37.69961,42.85895,0.4608489247311828,0.967800099898566,1.4259699999999995
2022-08-28,61.50671,54.22772,59.52617,0.6400663440860215,0.9677996108066909,1.9805399999999977
2022-08-29,38.72135,31.61328,37.47451,0.4029517204301076,0.9677996764059105,1.2468399999999988
2022-08-30,35.67223,28.7839,34.5236,0.37122150537634413,0.9678004430897649,1.1486299999999972
2022-08-31,61.06861,325.76579,59.1022,0.6355075268817205,0.9677999875877313,1.9664099999999962
2022-09-01,53.76755,47.71941,52.03623,0.5595293548387097,0.9677999090529511,1.7313199999999966
2022-09-02,49.36217,42.49202,47.7727,0.5136849462365591,0.9677998353800087,1.5894699999999986
2022-09-03,54.73644,46.96886,52.97392,0.5696120430107526,0.9677998788375715,1.762520000000002
2022-09-04,60.25882,322.11571999999995,58.31849,0.6270805376344085,0.9678000664467044,1.940330000000003
2022-09-05,73.64407,66.51310000000001,64.98737,0.6987889247311828,0.8824521784306598,8.6567
