,DATE,TIME,RAW WATER FLOW IN m3/h,CLEAR WATER SUMP LEVEL IN Meter,CLEAR WATER PUMPING FLOW m3/h,TREATED WATER PRODUCTION IN m3/h,REMARKS
22827,31/3/2022,01:00,3624.92,2.5,2831.72,3508.20,
22828,31/3/2022,02:00,3643.56,2.83,2809.56,3526.24,
22829,31/3/2022,03:00,3627.13,3.17,2827.28,3510.34,
22830,31/3/2022,04:00,2519.79,3.46,1908.03,2438.65,
22831,31/3/2022,05:00,2513.92,3.49,1876.67,2432.97,
22832,31/3/2022,06:00,2529.4,3.52,1854.99,2447.95,
22833,31/3/2022,07:00,2520.86,3.56,2823.96,2439.69,
22834,31/3/2022,08:00,2530.31,3.09,2787.21,2448.83,
22835,31/3/2022,09:00,2531.77,2.55,2776.38,2450.25,
22836,31/3/2022,10:00,2529.23,2.03,2761.27,2447.79,
22837,31/3/2022,11:00,3613.79,2.2,2750.84,3497.43,
22838,31/3/2022,12:00,3641.48,2.38,2768.67,3524.22,
22839,31/3/2022,13:00,3632.6,2.54,2829.5,3515.63,
22840,31/3/2022,14:00,3626.53,2.7,2807.4,3509.76,
22841,31/3/2022,15:00,3627.74,2.9,2796.53,3510.93,
22842,31/3/2022,16:00,3631.26,3.09,2830.23,3514.33,
22843,31/3/2022,17:00,3638.56,3.45,2810.5,3521.40,
22844,31/3/2022,18:00,3623.56,3.71,2834.34,3506.88,
22845,31/3/2022,19:00,3643.23,3.98,2934.34,3525.92,
22846,31/3/2022,20:00,2513.34,3.54,2794.45,2432.41,
22847,31/3/2022,21:00,2505.24,3.21,2764.34,2424.57,
22848,31/3/2022,22:00,2501.98,2.73,2745.89,2421.42,
22849,31/3/2022,23:00,2506.45,2.42,2745.34,2425.74,
22850,31/3/2022,00:00,2512.34,2.01,2745.27,2431.44,
22851,1/12/2021,01:00,3510.43,2.84,2777.43,3397.39,
22852,1/12/2021,02:00,3490.87,3.12,2794.67,3378.46,
22853,1/12/2021,03:00,3505.43,3.44,2795.43,3392.56,
22854,1/12/2021,04:00,3515.56,3.72,2798.26,3402.36,
22855,1/12/2021,05:00,3507.32,4.01,2808.87,3394.38,
22856,1/12/2021,06:00,2406.76,3.62,2810.05,2329.26,
22857,1/12/2021,07:00,2410.13,3.35,,2332.52,
22858,1/12/2021,08:00,1215.54,3.01,935.900,1176.40,
22859,1/12/2021,09:00,1227.33,2.62,927.89,1187.81,
22860,1/12/2021,10:00,1210.27,2.66,928.42,1171.30,
22861,1/12/2021,11:00,1219.87,2.68,928.56,1180.59,
22862,1/12/2021,12:00,1224.17,2.75,930.34,1184.75,
22863,1/12/2021,13:00,1210.15,2.78,936.18,1171.18,
22864,1/12/2021,14:00,1215.60,2.76,932.14,1176.46,
22865,1/12/2021,15:00,1223.07,2.74,935.16,1183.69,
22866,1/12/2021,16:00,1220.34,2.68,933.47,1181.05,
22867,1/12/2021,17:00,1225.45,2.63,925.31,1185.99,
22868,1/12/2021,18:00,1218.32,2.60,929.72,1179.09,
22869,1/12/2021,19:00,1227.43,2..31,1837.54,1187.91,
22870,1/12/2021,20:00,2445.56,1.81,2743.72,2366.81,
22871,1/12/2021,21:00,2458.96,1.50,2702.09,2379.78,
22872,1/12/2021,22:00,3558.23,1.60,2708.74,3443.65,
22873,1/12/2021,23:00,3518.74,1.90,2679.94,3405.44,
22874,1/12/2021,00:00,3523.01,2.10,2702.09,3409.57,
22875,2/12/2021,01:00,3520.88,2.30,2722.04,3407.51,
22876,2/12/2021,02:00,3553.96,2.50,2761.92,3439.52,
22877,2/12/2021,03:00,3511.27,2.86,2745.3,3398.21,
22878,2/12/2021,04:00,3547.82,3.16,2740.34,3433.58,
22879,2/12/2021,05:00,3540.12,3.40,2742.23,3426.13,
22880,2/12/2021,06:00,3542.23,3.70,2743.34,3428.17,
22881,2/12/2021,07:00,2445.34,4.00,2745.14,2366.60,
22882,2/12/2021,08:00,2451.22,3.49,2782.23,2372.29,
22883,2/12/2021,09:00,2449.35,2.65,2760.81,2370.48,
22884,2/12/2021,10:00,2447.22,2.40,2744.19,2368.42,
22885,2/12/2021,11:00,3548.62,2.20,2760.81,3434.35,
22886,2/12/2021,12:00,3550.76,2.40,2753.06,3436.43,
22887,2/12/2021,13:00,3544.36,2.50,2763.03,3430.23,
22888,2/12/2021,14:00,3547.56,2.62,2791.83,3433.33,
22889,2/12/2021,15:00,3509.14,2.84,2791.83,3396.15,
22890,2/12/2021,16:00,3526.21,2.96,2804.02,3412.67,
22891,2/12/2021,17:00,3516.61,3.11,2806.23,3403.38,
22892,2/12/2021,18:00,3531.55,3.46,2791.83,3417.83,
22893,2/12/2021,19:00,2461.09,3.24,2800.7,2381.84,
22894,2/12/2021,20:00,2470.7,2.97,2795.16,2391.14,
22895,2/12/2021,21:00,2472.83,3.16,1886.7,2393.20,
22896,2/12/2021,22:00,2468.56,3.45,1886.7,2389.07,
22897,2/12/2021,23:00,2481.37,3.71,1891.13,2401.47,
22898,2/12/2021,00:00,2474.97,3.96,1903.32,2395.28,
22899,3/12/2021,01:00,0.00,2.92,1852.36,0.00,
22900,3/12/2021,02:00,2562.48,1.68,1829.09,2479.97,
22901,3/12/2021,03:00,2307.41,1.98,1816.91,2233.11,
22902,3/12/2021,04:00,2313.81,2.16,1837.96,2239.31,
22903,3/12/2021,05:00,2309.54,2.35,1865.65,2235.17,
22904,3/12/2021,06:00,2313.81,2.46,1847.93,2239.31,
22905,3/12/2021,07:00,2328.75,2.08,1847.93,2253.76,
22906,3/12/2021,08:00,2325.55,2.28,1842.39,2250.67,
22907,3/12/2021,09:00,2321.28,2.36,1864.55,2246.53,
22908,3/12/2021,10:00,2321.28,2.38,1841.28,2246.53,
22909,3/12/2021,11:00,2317.01,2.41,1847.93,2242.40,
22910,3/12/2021,12:00,2324.48,2.44,1870.08,2249.63,
22911,3/12/2021,13:00,2310.61,2.48,1850.14,2236.21,
22912,3/12/2021,14:00,2310.61,2.51,1861.22,2236.21,
22913,3/12/2021,15:00,0.00,2.35,1841.28,0.00,
22914,3/12/2021,16:00,2467.49,1.96,1849.03,2388.04,
22915,3/12/2021,17:00,2473.9,2.20,1840.70,2394.24,
22916,3/12/2021,18:00,2467.49,2.30,1837.96,2388.04,
22917,3/12/2021,19:00,2448.28,2.40,1846.82,2369.45,
22918,3/12/2021,20:00,2451.49,2.55,1861.22,2372.55,
22919,3/12/2021,21:00,2460.02,2.67,1843.50,2380.81,
22920,3/12/2021,22:00,1230.55,2.53,1857.90,1190.93,
22921,3/12/2021,23:00,1220.94,2.42,1831.31,1181.63,
22922,3/12/2021,00:00,1218.81,2.31,929.50,1179.56,
22923,4/12/2021,01:00,1227.34,2.23,937.26,1187.82,
22924,4/12/2021,02:00,1238.02,2.21,911.78,1198.16,
22925,4/12/2021,03:00,1220.94,2.25,935.04,1181.63,
22926,4/12/2021,04:00,1218.81,2.28,911.78,1179.56,
22927,4/12/2021,05:00,2438.68,2.29,1873.41,2360.15,
22928,4/12/2021,06:00,2465.36,2.34,1890.03,2385.98,
22929,4/12/2021,07:00,2446.15,2.37,1884.49,2367.38,
22930,4/12/2021,08:00,2434.41,2.41,1862.33,2356.02,
22931,4/12/2021,09:00,2451.49,2.62,2796.26,2372.55,
22932,4/12/2021,10:00,3535.82,2.19,2738.65,3421.97,
22933,4/12/2021,11:00,3514.47,2.41,2787.40,3401.30,
22934,4/12/2021,12:00,2460.20,2.86,1854.57,2380.98,
22935,4/12/2021,13:00,2446.15,2.93,1874.52,2367.38,
22936,4/12/2021,14:00,2425.87,3.59,947.23,2347.76,
22937,4/12/2021,15:00,0.00,3.72,967.17,0.00,
22938,4/12/2021,16:00,0.00,2.95,952.77,0.00,
22939,4/12/2021,17:00,2453.62,2.37,1854.57,2374.61,
22940,4/12/2021,18:00,2460.02,2.64,1852.36,2380.81,
22941,4/12/2021,19:00,2460.02,2.83,1839.06,2380.81,
22942,4/12/2021,20:00,2456.82,2.95,1863.44,2377.71,
22943,4/12/2021,21:00,2434.41,3.11,1864.55,2356.02,
22944,4/12/2021,22:00,2458.96,3.32,1888.92,2379.78,
22945,4/12/2021,23:00,1193.19,3.11,1857.90,1154.77,
22946,4/12/2021,00:00,1186.79,2.63,916.21,1148.58,
22947,5/12/2021,01:00,1187.86,2.77,910.67,1149.61,
22948,5/12/2021,02:00,1191.06,2.90,911.78,1152.71,
22949,5/12/2021,03:00,1175.05,3.03,910.67,1137.21,
22950,5/12/2021,04:00,1183.59,3.15,910.67,1145.48,
22951,5/12/2021,05:00,1193.19,3.28,915.10,1154.77,
22952,5/12/2021,06:00,1196.39,3.33,904.02,1157.87,
22953,5/12/2021,07:00,1176.12,3.25,919.53,1138.25,
22954,5/12/2021,08:00,1194.26,2.53,1813.58,1155.80,
22955,5/12/2021,09:00,2382.11,2.25,1794.75,2305.41,
22956,5/12/2021,10:00,2395.99,2.44,1822.45,2318.84,
22957,5/12/2021,11:00,3445.10,2.46,2751.95,3334.17,
22958,5/12/2021,12:00,3440.83,2.67,2748.63,3330.04,
22959,5/12/2021,13:00,3440.83,2.84,2764.14,3330.04,
22960,5/12/2021,14:00,3444.03,3.00,277743,3333.13,
22961,5/12/2021,15:00,3437.63,3.18,2784.08,3326.94,
22962,5/12/2021,16:00,3461.11,3.18,2773.00,3349.66,
22963,5/12/2021,17:00,3474.98,3.26,2751.95,3363.09,
22964,5/12/2021,18:00,2372.51,3.44,2792.94,2296.12,
22965,5/12/2021,19:00,2373.58,3.08,2776.32,2297.15,
22966,5/12/2021,20:00,2386.38,2.69,2722.04,2309.54,
22967,5/12/2021,21:00,2390.65,2.35,1871.19,2313.67,
22968,5/12/2021,22:00,2403.46,2.53,1839.06,2326.07,
22969,5/12/2021,23:00,2383.18,2.77,1845.71,2306.44,
22970,5/12/2021,00:00,2371.44,2.98,1866.76,2295.08,
22971,6/12/2021,01:00,2384.25,3.23,1860.11,2307.48,
22972,6/12/2021,02:00,2391.72,3.44,1853.47,2314.71,
22973,6/12/2021,03:00,2387.45,3.67,1871.19,2310.57,
22974,6/12/2021,04:00,2379.98,3.89,1912.18,2303.34,
22975,6/12/2021,05:00,1193.19,3.75,1888.92,1154.77,
22976,6/12/2021,06:00,1193.19,3.11,1874.52,1154.77,
22977,6/12/2021,07:00,3492.06,2.14,2732.01,3379.62,
22978,6/12/2021,08:00,3513.41,2.27,2775.21,3400.28,
22979,6/12/2021,09:00,3483.52,2.49,2761.92,3371.35,
22980,6/12/2021,10:00,3485.66,2.67,2807.34,3373.42,
22981,6/12/2021,11:00,3517.67,2.80,2818.42,3404.40,
22982,6/12/2021,12:00,3503.80,2.86,2817.31,3390.98,
22983,6/12/2021,13:00,3541.15,2.90,2787.40,3427.12,
22984,6/12/2021,14:00,3508.07,3.00,2797.37,3395.11,
22985,6/12/2021,15:00,3484.59,3.05,2802.91,3372.39,
22986,6/12/2021,16:00,3514.47,3.10,2823.96,3401.30,
22987,6/12/2021,17:00,3531.55,3.25,2821.74,3417.83,
22988,6/12/2021,18:00,3498.46,3.42,2830.61,3385.81,
22989,6/12/2021,19:00,3526.21,3.65,2857.20,3412.67,
22990,6/12/2021,20:00,3510.20,3.86,2832.82,3397.17,
22991,6/12/2021,21:00,2440.81,3.92,2857.20,2362.22,
22992,6/12/2021,22:00,2438.68,3.87,2832.82,2360.15,
22993,6/12/2021,23:00,2435.48,3.77,2808.45,2357.06,
22994,6/12/2021,00:00,2428.01,3.51,1904.43,2349.83,
22995,7/12/2021,01:00,2430.14,3.62,1907.75,2351.89,
22996,7/12/2021,02:00,2425.87,3.74,1887.81,2347.76,
22997,7/12/2021,03:00,2422.62,3.85,1925.48,2344.61,
22998,7/12/2021,04:00,2437.61,3.94,2848.33,2359.12,
22999,7/12/2021,05:00,2440.81,3.78,2849.44,2362.22,
23000,7/12/2021,06:00,2424.8,3.51,2816.21,2346.72,
23001,7/12/2021,07:00,2414.13,3.21,2775.21,2336.40,
23002,7/12/2021,08:00,2419.47,2.94,1847.93,2341.56,
23003,7/12/2021,09:00,2438.68,2.63,1885.59,2360.15,
23004,7/12/2021,10:00,2436.54,2.17,2761.92,2358.08,
23005,7/12/2021,11:00,3515.54,2.3,2765.29,3402.34,
23006,7/12/2021,12:00,3526.21,2.53,2743.09,3412.67,
23007,7/12/2021,13:00,3518.74,2.63,2785.19,3405.44,
23008,7/12/2021,14:00,3512.34,2.76,2765.24,3399.24,
23009,7/12/2021,15:00,3514.47,3.4,1875.62,3401.30,
23010,7/12/2021,16:00,2372.51,4,1902.21,2296.12,
23011,7/12/2021,17:00,2368.56,3.98,2828,2292.29,
23012,7/12/2021,18:00,2380.85,3.69,2826.17,2304.19,
23013,7/12/2021,19:00,2390.43,3.2,2770.78,2313.46,
23014,7/12/2021,20:00,2403.66,3.23,1877.84,2326.26,
23015,7/12/2021,21:00,2410.13,3.39,1880.78,2332.52,
23016,7/12/2021,22:00,2398.87,3.56,1881.67,2321.63,
23017,7/12/2021,23:00,2407.09,3.64,1931.02,2329.58,
23018,7/12/2021,00:00,2403.46,3.8,1932.13,2326.07,
23019,8/12/2021,01:00,1215.6,3.74,1947.64,1176.46,
23020,8/12/2021,02:00,1202.8,3.25,1905.54,1164.07,
23021,8/12/2021,03:00,1299.6,2.72,1903.32,1257.75,
23022,8/12/2021,04:00,1179.32,2.2,1855.68,1141.35,
23023,8/12/2021,05:00,2403.46,1.72,1849.03,2326.07,
23024,8/12/2021,06:00,2382.46,1.71,1847.39,2305.74,
23025,8/12/2021,07:00,2385.32,2.01,1864.12,2308.51,
23026,8/12/2021,08:00,2383.18,2.19,1859.01,2306.44,
23027,8/12/2021,09:00,3450.44,1.98,2750.84,3339.34,
23028,8/12/2021,10:00,3444.24,2.19,2757.49,3333.34,
23029,8/12/2021,11:00,3453.64,2.31,2754.16,3342.43,
23030,8/12/2021,12:00,3454.71,2.45,2747.52,3343.47,
23031,8/12/2021,13:00,3474.98,2.48,2749.73,3363.09,
23032,8/12/2021,14:00,3470.72,2.53,2773,3358.96,
23033,8/12/2021,15:00,3462.18,2.66,2805.13,3350.70,
23034,8/12/2021,16:00,3428.02,2.62,2741.98,3317.64,
23035,8/12/2021,17:00,3454.71,2.65,2746.41,3343.47,
23036,8/12/2021,18:00,3462.18,2.96,2791.81,3350.70,
23037,8/12/2021,19:00,2373.58,3,2778.54,2297.15,
23038,8/12/2021,20:00,2395.99,2.61,2761.92,2318.84,
23039,8/12/2021,21:00,2389.58,2.21,2748.63,2312.64,
23040,8/12/2021,22:00,2373.58,1.78,2741.98,2297.15,
23041,8/12/2021,23:00,2377.85,1.88,1832.42,2301.28,
23042,8/12/2021,00:00,2381.05,2.1,1841.28,2304.38,
23043,9/12/2021,01:00,2372.51,2.34,1841.28,2296.12,
23044,9/12/2021,02:00,2371.44,2.59,1872.3,2295.08,
23045,9/12/2021,03:00,2360.77,2.84,1875.62,2284.75,
23046,9/12/2021,04:00,2385.32,3.08,1906.64,2308.51,
23047,9/12/2021,05:00,2371.44,3.89,946.12,2295.08,
23048,9/12/2021,06:00,0,3.38,948.34,0.00,
23049,9/12/2021,07:00,2429.07,3.07,2763.03,2350.85,
23050,9/12/2021,08:00,2425.74,2.51,2702.39,2347.63,
23051,9/12/2021,09:00,3509.14,2.56,2704.31,3396.15,
23052,9/12/2021,10:00,3482.45,2.61,2739.76,3370.32,
23053,9/12/2021,11:00,3500.6,2.65,2718.71,3387.88,
23054,9/12/2021,12:00,3494.19,2.71,2718.71,3381.68,
23055,9/12/2021,13:00,3505.93,2.76,2746.41,3393.04,
23056,9/12/2021,14:00,3505.93,2.83,2760.81,3393.04,
23057,9/12/2021,15:00,3517.67,2.96,2775.21,3404.40,
23058,9/12/2021,16:00,3505.93,3.06,2758.6,3393.04,
23059,9/12/2021,17:00,3484.59,3.21,2756.38,3372.39,
23060,9/12/2021,18:00,3483.52,3.48,2770.78,3371.35,
23061,9/12/2021,19:00,2392.79,3.74,2770.78,2315.74,
23062,9/12/2021,20:00,2419.47,3.26,2753.06,2341.56,
23063,9/12/2021,21:00,2440.81,3.12,2744.19,2362.22,
23064,9/12/2021,22:00,2451.49,2.98,2709.85,2372.55,
23065,9/12/2021,23:00,2426.94,2.76,2697.66,2348.79,
23066,9/12/2021,00:00,2433.34,2.57,2694.34,2354.99,
23067,10/12/2021,01:00,2418.4,2.31,2653.35,2340.53,
23068,10/12/2021,02:00,2425.87,2.21,1813.58,2347.76,
23069,10/12/2021,03:00,2431.21,2.23,1812.48,2352.93,
23070,10/12/2021,04:00,2433.34,2.26,1834.63,2354.99,
23071,10/12/2021,05:00,2446.15,2.31,2755.27,2367.38,
23072,10/12/2021,06:00,2442.95,2.23,2736.44,2364.29,
23073,10/12/2021,07:00,3488.86,2.26,2717.6,3376.52,
23074,10/12/2021,08:00,3509.14,2.31,2735.33,3396.15,
23075,10/12/2021,09:00,3516.61,2.67,2737.55,3403.38,
23076,10/12/2021,10:00,3505.93,2.84,2767.46,3393.04,
23077,10/12/2021,11:00,3517.67,2.98,2761.92,3404.40,
23078,10/12/2021,12:00,3520.64,3.11,2780.75,3407.28,
23079,10/12/2021,13:00,3514.47,3.28,2790.72,3401.30,
23080,10/12/2021,14:00,3526.21,3.53,2837.25,3412.67,
23081,10/12/2021,15:00,3525.14,3.78,2784.08,3411.63,
23082,10/12/2021,16:00,2413.06,3.83,2815.1,2335.36,
23083,10/12/2021,17:00,2412,3.58,2833.93,2334.33,
23084,10/12/2021,18:00,2407.73,3.36,2771.89,2330.20,
23085,10/12/2021,19:00,2407.33,3.12,1849.03,2329.81,
23086,10/12/2021,20:00,2419.42,3.32,1860.36,2341.51,
23087,10/12/2021,21:00,2413.06,3.56,1877.84,2335.36,
23088,10/12/2021,22:00,2416.27,3.79,1866.76,2338.47,
23089,10/12/2021,23:00,2398.12,3.94,1874.52,2320.90,
23090,10/12/2021,00:00,1207.07,3.79,1890.03,1168.20,
23091,11/12/2021,01:00,1189.99,3.29,1871.19,1151.67,
23092,11/12/2021,02:00,1196.39,2.79,1839.06,1157.87,
23093,11/12/2021,03:00,1186.79,2.3,1819.12,1148.58,
23094,11/12/2021,04:00,1192.12,1.77,1825.77,1153.73,
23095,11/12/2021,05:00,2399.19,1.92,1827.99,2321.94,
23096,11/12/2021,06:00,2416.27,2.06,1820.23,2338.47,
23097,11/12/2021,07:00,2407.73,2.15,1832.42,2330.20,
23098,11/12/2021,08:00,3291.42,2.24,2739.76,3185.44,
23099,11/12/2021,09:00,3288.21,2.35,2747.52,3182.33,
23100,11/12/2021,10:00,3283.95,2.4,2717.6,3178.21,
23101,11/12/2021,11:00,3302.09,2.46,2744.19,3195.76,
23102,11/12/2021,12:00,3294.62,2.48,2764.14,3188.53,
23103,11/12/2021,13:00,3296.75,2.43,2770.78,3190.59,
23104,11/12/2021,14:00,3289.28,2.48,2741.98,3183.37,
23105,11/12/2021,15:00,3285.01,2.51,2763.03,3179.23,
23106,11/12/2021,16:00,3289.28,2.45,2740.87,3183.37,
23107,11/12/2021,17:00,3303.16,2.37,2759.7,3196.80,
23108,11/12/2021,18:00,3287.15,2.43,2768.57,3181.30,
23109,11/12/2021,19:00,3291.42,2.67,2758.6,3185.44,
23110,11/12/2021,20:00,3286.08,2.91,2790.72,3180.27,
23111,11/12/2021,21:00,3283.95,3.15,1884.49,3178.21,
23112,11/12/2021,22:00,0,2.95,1878.95,0.00,
23113,11/12/2021,23:00,0,2.42,1822.45,0.00,
23114,11/12/2021,00:00,2404.53,2.17,1830.2,2327.10,
23115,12/12/2021,01:00,2417.33,2.21,1837.96,2339.49,
23116,12/12/2021,02:00,2406.66,2.28,1873.41,2329.17,
23117,12/12/2021,03:00,2402.39,2.35,1853.47,2325.03,
23118,12/12/2021,04:00,2410.93,2.43,1877.84,2333.30,
23119,12/12/2021,05:00,2406.66,2.37,2808.45,2329.17,
23120,12/12/2021,06:00,3476.05,2.28,2746.26,3364.12,
23121,12/12/2021,07:00,3456.84,2.41,2794.05,3345.53,
23122,12/12/2021,08:00,3462.18,2.51,2808.45,3350.70,
23123,12/12/2021,09:00,3456.84,2.66,2786.29,3345.53,
23124,12/12/2021,10:00,3461.11,2.79,2827.28,3349.66,
23125,12/12/2021,11:00,3462.18,2.92,2827.28,3350.70,
23126,12/12/2021,12:00,3453.64,3.03,2836.15,3342.43,
23127,12/12/2021,13:00,3482.45,2.95,2811.77,3370.32,
23128,12/12/2021,14:00,3463.24,2.98,2854.98,3351.72,
23129,12/12/2021,15:00,3442.97,3.13,2825.07,3332.11,
23130,12/12/2021,16:00,3456.84,3.4,2819.53,3345.53,
23131,12/12/2021,17:00,3461.11,3.66,2845.01,3349.66,
23132,12/12/2021,18:00,3488.86,3.62,2846.12,3376.52,
23133,12/12/2021,19:00,2409.86,3.37,2823.96,2332.26,
23134,12/12/2021,20:00,2418.4,2.92,2808.93,2340.53,
23135,12/12/2021,21:00,2413.06,2.8,1887.81,2335.36,
23136,12/12/2021,22:00,2418.4,3.02,1897.78,2340.53,
23137,12/12/2021,23:00,2430.14,3.28,1893.35,2351.89,
23138,12/12/2021,00:00,2416.27,3.43,1892.24,2338.47,
23139,13/12/2021,01:00,2392.79,3.61,1896.67,2315.74,
23140,13/12/2021,02:00,2402.39,3.85,1924.37,2325.03,
23141,13/12/2021,03:00,1224.14,3.68,1945.42,1184.72,
23142,13/12/2021,04:00,1228.41,3.19,1914.4,1188.86,
23143,13/12/2021,05:00,1224.14,2.68,1885.59,1184.72,
23144,13/12/2021,06:00,2375.71,2.26,1860.11,2299.21,
23145,13/12/2021,07:00,2392.04,2.26,1892.34,2315.02,
23146,13/12/2021,08:00,3470.72,2.14,2746.41,3358.96,
23147,13/12/2021,09:00,3451.5,2.35,2804.02,3340.36,
23148,13/12/2021,10:00,3457.91,2.52,2784.08,3346.57,
23149,13/12/2021,11:00,3463.24,2.67,2761.92,3351.72,
23150,13/12/2021,12:00,3470.72,2.71,2771.89,3358.96,
23151,13/12/2021,13:00,3462.18,3.04,1875.62,3350.70,
23152,13/12/2021,14:00,3462.18,3.21,1917.72,3350.70,
23153,13/12/2021,15:00,3461.11,3.35,2828.39,3349.66,
23154,13/12/2021,16:00,3454.71,3.46,2802.91,3343.47,
23155,13/12/2021,17:00,2432.28,3.79,2792.94,2353.96,
23156,13/12/2021,18:00,2454.69,3.46,1855.68,2375.65,
23157,13/12/2021,19:00,2455.75,3.72,1863.44,2376.67,
23158,13/12/2021,20:00,2440.81,3.93,1864.55,2362.22,
23159,13/12/2021,21:00,0,3.26,1847.93,0.00,
23160,13/12/2021,22:00,0,1.86,1759.3,0.00,
23161,13/12/2021,23:00,2347.96,1.55,1784.78,2272.36,
23162,13/12/2021,00:00,2355.43,1.85,1767.05,2279.59,
23163,14/12/2021,01:00,2343.96,2.13,1796.97,2268.48,
23164,14/12/2021,02:00,2356.5,2.41,1813.58,2280.62,
23165,14/12/2021,03:00,2343.69,2.69,1831.31,2268.22,
23166,14/12/2021,04:00,2372.51,2.85,1845.71,2296.12,
23167,14/12/2021,05:00,2357.57,3.06,1847.93,2281.66,
23168,14/12/2021,06:00,2340.49,3.03,2745.3,2265.13,
23169,14/12/2021,07:00,2347.96,2.52,2717.6,2272.36,
23170,14/12/2021,08:00,3447.24,2.44,2712.07,3336.24,
23171,14/12/2021,09:00,3450.44,2.59,2702.09,3339.34,
23172,14/12/2021,10:00,3446.17,2.72,2722.04,3335.20,
23173,14/12/2021,11:00,3444.03,2.83,2755.27,3333.13,
23174,14/12/2021,12:00,3456.84,3.01,2777.43,3345.53,
23175,14/12/2021,13:00,3454.71,3.12,2801.8,3343.47,
23176,14/12/2021,14:00,3476.05,3.27,2761.92,3364.12,
23177,14/12/2021,15:00,3453.64,3.38,2785.19,3342.43,
23178,14/12/2021,16:00,2393.85,3.51,2817.31,2316.77,
23179,14/12/2021,17:00,2376.78,3.45,2788.51,2300.25,
23180,14/12/2021,18:00,2394.92,3.2,2788.51,2317.80,
23181,14/12/2021,19:00,2395.99,2.98,2761.92,2318.84,
23182,14/12/2021,20:00,2403.46,2.69,2736.44,2326.07,
23183,14/12/2021,21:00,2391.72,2.43,2715.39,2314.71,
23184,14/12/2021,22:00,2404.53,2.23,2696.56,2327.10,
23185,14/12/2021,23:00,3462.18,2.16,2700.99,3350.70,
23186,14/12/2021,00:00,3483.52,2.19,2705.42,3371.35,
23187,15/12/2021,01:00,3456.84,2.28,2717.6,3345.53,
23188,15/12/2021,02:00,3466.45,2.37,2758.6,3354.83,
23189,15/12/2021,03:00,2390.65,2.49,1850.14,2313.67,
23190,15/12/2021,04:00,2391.72,2.57,1859.01,2314.71,
23191,15/12/2021,05:00,2376.78,2.68,1874.52,2300.25,
23192,15/12/2021,06:00,2402.39,2.79,1864.55,2325.03,
23193,15/12/2021,07:00,2368.24,2.93,1870.08,2291.98,
23194,15/12/2021,08:00,2391.72,3.05,2809.56,2314.71,
23195,15/12/2021,09:00,2393.85,3.28,1887.81,2316.77,
23196,15/12/2021,10:00,2395.85,3.43,1894.46,2318.70,
23197,15/12/2021,11:00,2403.46,3.55,1894.46,2326.07,
23198,15/12/2021,12:00,2393.85,3.61,1880.06,2316.77,
23199,15/12/2021,13:00,2413.06,3.72,2882.68,2335.36,
23200,15/12/2021,14:00,2395.99,3.3,2823.96,2318.84,
23201,15/12/2021,15:00,2390.65,2.91,2770.78,2313.67,
23202,15/12/2021,16:00,2383.18,2.44,2778.54,2306.44,
23203,15/12/2021,17:00,3541.15,2.1,2774.11,3427.12,
23204,15/12/2021,18:00,3535.82,2.3,2776.32,3421.97,
23205,15/12/2021,19:00,3532.62,2.4,2764.14,3418.87,
23206,15/12/2021,20:00,3534.72,2.6,2757.49,3420.90,
23207,15/12/2021,21:00,3543.12,2.75,2757.32,3429.03,
23208,15/12/2021,22:00,2453.34,2.65,2757.34,2374.34,
23209,15/12/2021,23:00,2664.32,2.63,1873.41,2578.53,
23210,15/12/2021,00:00,2477.1,2.82,1908.86,2397.34,
23211,16/12/2021,01:00,2463.23,2.98,1878.95,2383.91,
23212,16/12/2021,02:00,2458.96,3.17,1907.75,2379.78,
23213,16/12/2021,03:00,2463.3,3.32,1900,2383.98,
23214,16/12/2021,04:00,2463.23,3.48,1944.31,2383.91,
23215,16/12/2021,05:00,2451.42,3.64,1931.45,2372.48,
23216,16/12/2021,06:00,2464.56,3.79,1921.24,2385.20,
23217,16/12/2021,07:00,2458.96,3.95,1926.59,2379.78,
23218,16/12/2021,08:00,2477.12,3.76,2836.15,2397.36,
23219,16/12/2021,09:00,2477.1,3.64,1926.59,2397.34,
23220,16/12/2021,10:00,2470.7,3.8,1914.4,2391.14,
23221,16/12/2021,11:00,2477.1,3.85,1918.83,2397.34,
23222,16/12/2021,12:00,2481.37,3.87,1931.02,2401.47,
23223,16/12/2021,13:00,2486.71,3.89,1927.69,2406.64,
23224,16/12/2021,14:00,2486.71,3.9,1903.32,2406.64,
23225,16/12/2021,15:00,2485.64,3.75,1918.83,2405.60,
23226,16/12/2021,16:00,2488.84,3.7,1908.86,2408.70,
23227,16/12/2021,17:00,2464.36,3.45,2790.72,2385.01,
23228,16/12/2021,18:00,2495.24,3.14,2796.26,2414.89,
23229,16/12/2021,19:00,2478.17,2.84,2784.08,2398.37,
23230,16/12/2021,20:00,2480.3,2.51,2778.54,2400.43,
23231,16/12/2021,21:00,2481.37,2.13,2728.68,2401.47,
23232,16/12/2021,22:00,2490.97,1.77,2726.47,2410.76,
23233,16/12/2021,23:00,3560.36,184,2718.71,3445.72,
23234,16/12/2021,00:00,3563.57,2.29,2709.85,3448.82,
23235,17/12/2021,01:00,3559.3,2.73,2767.46,3444.69,
23236,17/12/2021,02:00,3567.84,3.29,1853.47,3452.96,
23237,17/12/2021,03:00,3572.1,4,1886.7,3457.08,
