Unnamed: 0,ID,MeterId,Time,Phase1_W,Phase1_I,Phase1_V_RY,Phase1_pf,Phase2_W,Phase2_I,Phase2_V_YB,Phase2_pf,Phase3_W,Phase3_I,Phase3_V_BR,Phase3_pf,W,VA,PF,KWh_Im,KWh_Ex,KVAh,Lh
3824,200,5,2024-10-12 06:39:29,-53908.019,240.635,427.593,-0.893,-44292.71,199.53,429.015,-0.906,-46254.397,222.776,437.995,-0.823,-144455.03,164816.828,-0.875,0.15,12575.44,14326.86,0
3825,200,6,2024-10-12 06:39:32,-50828.425,229.048,428.117,-0.884,-41960.339,189.303,428.829,-0.904,-42851.749,208.121,437.974,-0.815,-135584.265,155901.891,-0.869,0.2,14188.529,16272.271,0
3826,200,1,2024-10-12 06:40:34,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.17,3837.42,4445.49,0
3827,200,2,2024-10-12 06:40:37,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.17,12394.551,14108.899,0
3828,200,3,2024-10-12 06:40:39,-46883.667,225.578,433.166,-0.827,-43722.663,196.423,428.318,-0.902,-53389.964,233.423,437.694,-0.903,-143942.624,163456.281,-0.88,0.17,19493.539,22108.801,0
3829,200,5,2024-10-12 06:40:42,-52358.714,231.767,428.194,-0.903,-43416.55,198.536,432.978,-0.885,-48679.366,230.495,437.721,-0.832,-144376.39,164885.344,-0.875,0.15,12578.369,14330.21,0
3830,200,6,2024-10-12 06:40:45,-49322.698,220.356,428.104,-0.896,-40855.8,188.051,432.708,-0.882,-45390.019,216.912,437.44,-0.827,-135587.437,155808.609,-0.869,0.2,14191.29,16275.44,0
3831,200,1,2024-10-12 06:41:47,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.17,3837.42,4445.49,0
3832,200,2,2024-10-12 06:41:50,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.17,12394.551,14108.899,0
3833,200,3,2024-10-12 06:41:53,-46549.819,223.461,433.378,-0.829,-43926.581,196.199,428.966,-0.906,-53532.776,233.594,438.245,-0.901,-144015.108,163801.125,-0.878,0.17,19496.461,22112.119,0
3834,200,5,2024-10-12 06:41:55,-52405.261,231.835,429.047,-0.902,-43704.245,199.286,433.511,-0.887,-48555.476,229.575,438.155,-0.833,-144623.796,165123.438,-0.875,0.15,12581.311,14333.581,0
3835,200,6,2024-10-12 06:41:58,-49372.413,220.351,429.218,-0.895,-41081.104,188.572,433.625,-0.881,-45386.257,215.77,438.189,-0.827,-135650.218,156018.563,-0.868,0.2,14194.04,16278.6,0
3836,200,1,2024-10-12 06:43:00,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.17,3837.42,4445.49,0
3837,200,2,2024-10-12 06:43:03,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.17,12394.551,14108.899,0
3838,200,3,2024-10-12 06:43:06,-46423.249,222.964,432.773,-0.833,-44272.901,198.331,429.065,-0.906,-53120.194,233.0,437.465,-0.901,-143796.062,162992.797,-0.881,0.17,19499.391,22115.439,0
3839,200,5,2024-10-12 06:43:08,-52053.687,231.425,428.864,-0.899,-44267.358,201.875,432.601,-0.887,-48368.694,228.168,437.203,-0.837,-144583.968,165089.969,-0.875,0.15,12584.26,14336.93,0
3840,200,6,2024-10-12 06:43:11,-49028.171,219.879,428.888,-0.891,-41593.116,190.604,432.445,-0.883,-45017.151,214.165,437.109,-0.831,-135638.53,155893.578,-0.869,0.2,14196.8,16281.779,0
3841,200,1,2024-10-12 06:44:14,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.17,3837.42,4445.49,0
3842,200,2,2024-10-12 06:44:16,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.17,12394.551,14108.899,0
3843,200,3,2024-10-12 06:44:19,-46832.96,223.492,434.092,-0.834,-44283.304,197.964,429.805,-0.904,-53048.991,231.624,438.277,-0.903,-144165.265,163357.453,-0.882,0.17,19502.32,22118.76,0
3844,200,5,2024-10-12 06:44:22,-52124.401,231.065,429.768,-0.9,-44271.913,201.9,433.946,-0.885,-48775.433,229.419,438.151,-0.837,-145171.64,165770.734,-0.875,0.15,12587.21,14340.301,0
3845,200,6,2024-10-12 06:44:24,-49067.585,219.082,429.659,-0.892,-41477.839,190.082,433.849,-0.88,-45460.038,215.715,438.042,-0.83,-135999.421,156460.859,-0.868,0.2,14199.56,16284.96,0
3846,200,1,2024-10-12 06:45:27,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.17,3837.42,4445.49,0
3847,200,2,2024-10-12 06:45:30,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.17,12394.551,14108.899,0
3848,200,3,2024-10-12 06:45:32,-47185.026,226.236,428.835,-0.841,-44664.784,202.354,424.709,-0.901,-52367.925,231.829,432.0,-0.903,-144289.046,163281.391,-0.883,0.17,19505.25,22122.111,0
3849,200,5,2024-10-12 06:45:35,-51347.667,230.3,424.652,-0.902,-44468.991,205.505,428.687,-0.883,-49147.108,231.961,431.899,-0.846,-144963.874,164865.75,-0.878,0.15,12590.15,14343.661,0
3850,200,6,2024-10-12 06:45:37,-48374.237,218.419,424.541,-0.896,-41703.64,193.628,428.641,-0.878,-45894.901,218.04,431.843,-0.839,-135885.53,155759.875,-0.871,0.2,14202.33,16288.13,0
3851,200,1,2024-10-12 06:46:40,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.17,3837.42,4445.49,0
3852,200,2,2024-10-12 06:46:43,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.17,12394.551,14108.899,0
3853,200,3,2024-10-12 06:46:45,-47348.136,227.269,432.631,-0.831,-43826.456,197.438,427.535,-0.9,-53308.659,233.163,436.596,-0.905,-144513.468,164048.125,-0.88,0.17,19508.189,22125.42,0
3854,200,5,2024-10-12 06:46:48,-52257.8,231.682,427.314,-0.905,-43660.769,200.34,432.152,-0.884,-49136.218,232.151,436.299,-0.836,-145284.952,165665.359,-0.876,0.15,12593.1,14347.01,0
3855,200,6,2024-10-12 06:46:51,-49252.976,220.129,427.273,-0.898,-41028.12,189.26,431.998,-0.881,-45844.194,218.214,436.211,-0.831,-136181.062,156232.281,-0.871,0.2,14205.101,16291.311,0
3856,200,1,2024-10-12 06:47:53,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.17,3837.42,4445.49,0
3857,200,2,2024-10-12 06:47:56,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.17,12394.551,14108.899,0
3858,200,3,2024-10-12 06:47:59,-45983.14,223.879,429.54,-0.824,-44058.69,197.363,426.29,-0.913,-54369.425,239.085,436.574,-0.901,-144400.358,163693.375,-0.881,0.17,19511.139,22128.76,0
3859,200,5,2024-10-12 06:48:01,-53320.05,237.552,426.14,-0.9,-44015.019,200.306,429.316,-0.897,-47738.534,228.252,436.264,-0.829,-145073.608,165357.172,-0.876,0.15,12596.04,14350.381,0
3860,200,6,2024-10-12 06:48:04,-50185.491,225.509,426.335,-0.892,-41326.71,189.203,429.621,-0.892,-44570.604,214.972,436.343,-0.822,-136093.108,156272.078,-0.87,0.2,14207.87,16294.489,0
3861,200,1,2024-10-12 06:49:06,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.17,3837.42,4445.49,0
3862,200,2,2024-10-12 06:49:09,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.17,12394.551,14108.899,0
3863,200,3,2024-10-12 06:49:12,-44675.284,218.072,426.504,-0.826,-45310.097,201.782,425.937,-0.921,-54556.007,241.996,435.092,-0.892,-144540.39,163758.734,-0.882,0.17,19514.07,22132.09,0
3864,200,5,2024-10-12 06:49:14,-53283.21,240.179,426.669,-0.888,-45676.331,206.158,426.71,-0.907,-46214.882,221.243,435.176,-0.834,-145174.421,165311.406,-0.877,0.15,12599.0,14353.741,0
3865,200,6,2024-10-12 06:49:17,-50027.925,227.605,427.361,-0.879,-43033.679,194.864,427.103,-0.903,-42937.714,207.078,435.312,-0.828,-135949.702,155922.688,-0.871,0.2,14210.631,16297.661,0
3866,200,1,2024-10-12 06:50:20,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.17,3837.42,4445.49,0
3867,200,2,2024-10-12 06:50:22,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.17,12394.551,14108.899,0
3868,200,3,2024-10-12 06:50:25,-44750.647,218.224,427.589,-0.826,-45329.608,202.032,427.221,-0.92,-54252.862,240.81,435.708,-0.893,-144284.296,163289.5,-0.883,0.17,19517.0,22135.41,0
3869,200,5,2024-10-12 06:50:28,-53245.378,239.021,427.279,-0.891,-45166.397,204.046,428.175,-0.904,-46582.104,222.744,435.882,-0.832,-145016.952,165229.219,-0.877,0.15,12601.94,14357.08,0
3870,200,6,2024-10-12 06:50:30,-50358.901,228.084,427.023,-0.883,-42475.616,192.669,427.866,-0.901,-43350.987,209.549,435.903,-0.824,-136185.405,156246.531,-0.871,0.2,14213.391,16300.819,0
3871,200,1,2024-10-12 06:51:33,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.17,3837.42,4445.49,0
3872,200,2,2024-10-12 06:51:36,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.17,12394.551,14108.899,0
3873,200,3,2024-10-12 06:51:38,-47255.741,225.632,432.371,-0.839,-44594.968,201.208,428.297,-0.898,-52360.894,230.34,435.373,-0.901,-144334.015,163373.297,-0.882,0.17,19519.939,22138.738,0
3874,200,5,2024-10-12 06:51:41,-51647.843,230.602,428.035,-0.898,-44657.753,204.295,431.251,-0.887,-48581.62,228.523,435.257,-0.842,-144903.265,165175.734,-0.876,0.15,12604.89,14360.449,0
3875,200,6,2024-10-12 06:51:43,-48549.929,218.369,428.113,-0.892,-42000.843,193.161,431.463,-0.881,-45435.675,215.076,435.119,-0.838,-135986.358,155976.969,-0.871,0.2,14216.16,16304.0,0
3876,200,1,2024-10-12 06:52:46,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.17,3837.42,4445.49,0
3877,200,2,2024-10-12 06:52:49,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.17,12394.551,14108.899,0
3878,200,3,2024-10-12 06:52:51,-47519.468,227.005,433.378,-0.834,-43956.983,197.694,428.136,-0.9,-53082.562,231.702,436.87,-0.906,-144558.812,163873.625,-0.881,0.17,19522.881,22142.07,0
3879,200,5,2024-10-12 06:52:54,-52074.784,230.54,428.029,-0.905,-43706.026,200.796,433.25,-0.881,-49469.667,232.971,436.636,-0.838,-145250.28,165691.891,-0.876,0.15,12607.84,14363.82,0
3880,200,6,2024-10-12 06:52:57,-49144.831,219.32,427.837,-0.898,-40989.796,189.059,432.655,-0.879,-45926.194,218.236,436.523,-0.831,-136060.624,156206.719,-0.87,0.2,14218.93,16307.181,0
3881,200,1,2024-10-12 06:53:59,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.17,3837.42,4445.49,0
3882,200,2,2024-10-12 06:54:02,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.17,12394.551,14108.899,0
3883,200,3,2024-10-12 06:54:05,-47117.089,227.009,431.686,-0.829,-43479.437,195.686,426.139,-0.902,-53662.714,234.464,436.308,-0.905,-144354.608,163950.469,-0.879,0.17,19525.811,22145.391,0
3884,200,5,2024-10-12 06:54:07,-52551.835,232.873,426.298,-0.906,-43402.882,199.467,431.677,-0.885,-49076.202,232.637,436.126,-0.834,-145022.499,165371.016,-0.876,0.15,12610.78,14367.17,0
3885,200,6,2024-10-12 06:54:10,-49572.761,221.524,426.502,-0.898,-40816.089,188.353,431.653,-0.881,-45705.839,218.637,436.184,-0.826,-136080.046,156337.453,-0.869,0.2,14221.699,16310.36,0
3886,200,1,2024-10-12 06:55:12,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.17,3837.42,4445.49,0
3887,200,2,2024-10-12 06:55:15,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.17,12394.551,14108.899,0
3888,200,3,2024-10-12 06:55:18,-46560.71,224.291,431.509,-0.829,-44283.401,198.529,427.329,-0.906,-53626.96,235.331,436.478,-0.901,-144471.062,163911.844,-0.88,0.17,19528.738,22148.721,0
3889,200,5,2024-10-12 06:55:20,-52620.562,234.08,427.382,-0.9,-44134.058,201.414,431.379,-0.89,-48388.007,229.357,436.433,-0.835,-145069.249,165393.0,-0.876,0.15,12613.74,14370.541,0
3890,200,6,2024-10-12 06:55:23,-49658.526,222.465,427.358,-0.894,-41474.769,190.331,431.311,-0.887,-45155.405,215.588,436.447,-0.829,-136261.671,156348.141,-0.871,0.2,14224.461,16313.539,0
3891,200,1,2024-10-12 06:56:26,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.17,3837.42,4445.49,0
3892,200,2,2024-10-12 06:56:28,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.17,12394.551,14108.899,0
3893,200,3,2024-10-12 06:56:31,-46582.104,225.338,430.762,-0.829,-44071.171,198.42,426.49,-0.907,-53658.745,236.014,435.928,-0.902,-144347.687,163700.906,-0.881,0.17,19531.689,22152.061,0
3894,200,5,2024-10-12 06:56:34,-52663.843,234.356,426.367,-0.902,-43967.679,200.985,430.512,-0.891,-48418.706,229.924,435.753,-0.835,-145050.233,165294.969,-0.877,0.15,12616.689,14373.9,0
3895,200,6,2024-10-12 06:56:36,-49720.917,222.994,426.334,-0.895,-41362.858,189.943,430.35,-0.887,-45190.96,216.365,435.784,-0.828,-136274.749,156380.438,-0.87,0.2,14227.24,16316.72,0
3896,200,1,2024-10-12 06:57:39,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.17,3837.42,4445.49,0
3897,200,2,2024-10-12 06:57:42,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.17,12394.551,14108.899,0
3898,200,3,2024-10-12 06:57:44,-46664.401,223.731,430.957,-0.839,-44899.003,202.166,427.751,-0.904,-52609.772,232.369,434.81,-0.899,-144177.937,163282.969,-0.882,0.17,19534.621,22155.379,0
3899,200,5,2024-10-12 06:57:47,-51531.772,230.27,428.117,-0.897,-44866.323,205.276,431.177,-0.886,-48589.64,228.384,435.026,-0.844,-144957.14,165210.578,-0.876,0.15,12619.64,14377.271,0
3900,200,6,2024-10-12 06:57:49,-48583.405,218.884,428.013,-0.89,-42173.065,193.788,430.979,-0.882,-45255.53,214.329,434.942,-0.837,-135992.687,156173.641,-0.87,0.2,14230.0,16319.88,0
3901,200,1,2024-10-12 06:58:52,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.17,3837.42,4445.49,0
3902,200,2,2024-10-12 06:58:55,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.17,12394.551,14108.899,0
3903,200,3,2024-10-12 06:58:57,-46442.562,223.771,431.655,-0.831,-44472.46,199.321,428.334,-0.907,-53594.874,235.477,436.885,-0.901,-144669.14,163793.797,-0.882,0.17,19537.561,22158.711,0
3904,200,5,2024-10-12 06:59:00,-52511.034,233.523,428.24,-0.899,-44368.968,202.096,431.556,-0.891,-48289.765,228.503,436.692,-0.836,-145169.671,165472.438,-0.876,0.15,12622.591,14380.64,0
3905,200,6,2024-10-12 06:59:03,-49545.229,222.527,428.158,-0.89,-41735.132,191.128,431.239,-0.887,-44965.854,214.582,436.608,-0.828,-136205.218,156500.656,-0.869,0.2,14232.76,16323.07,0
3906,200,1,2024-10-12 07:00:05,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.17,3837.42,4445.49,0
3907,200,2,2024-10-12 07:00:08,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.17,12394.551,14108.899,0
3908,200,3,2024-10-12 07:00:11,-46900.007,225.477,431.324,-0.834,-44126.729,198.488,426.879,-0.905,-53290.038,233.87,435.694,-0.904,-144316.765,163359.234,-0.882,0.17,19540.5,22162.049,0
3909,200,5,2024-10-12 07:00:13,-52251.261,232.418,426.504,-0.903,-43882.804,201.236,430.965,-0.887,-48787.214,230.99,435.4,-0.837,-144952.593,165265.656,-0.876,0.15,12625.54,14384.0,0
3910,200,6,2024-10-12 07:00:16,-49292.394,220.916,426.426,-0.896,-41183.507,189.933,430.937,-0.882,-45601.558,217.662,435.339,-0.83,-135892.062,155950.813,-0.87,0.2,14235.539,16326.24,0
3911,200,1,2024-10-12 07:01:18,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.17,3837.42,4445.49,0
3912,200,2,2024-10-12 07:01:21,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.17,12394.551,14108.899,0
3913,200,3,2024-10-12 07:01:24,-46602.011,224.604,430.627,-0.833,-44005.112,198.159,426.247,-0.905,-53043.046,233.396,434.922,-0.903,-143605.108,162707.578,-0.882,0.17,19543.43,22165.369,0
3914,200,5,2024-10-12 07:01:26,-52089.737,232.157,426.255,-0.902,-43912.218,201.484,430.519,-0.887,-48561.714,230.115,434.877,-0.837,-144477.999,164718.984,-0.876,0.15,12628.48,14387.351,0
3915,200,6,2024-10-12 07:01:29,-49098.979,220.575,426.206,-0.895,-41117.054,189.793,430.552,-0.882,-45246.12,216.442,434.84,-0.829,-135462.249,155623.016,-0.869,0.2,14238.301,16329.421,0
3916,200,1,2024-10-12 07:02:32,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.17,3837.42,4445.49,0
3917,200,2,2024-10-12 07:02:34,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.17,12394.551,14108.899,0
3918,200,3,2024-10-12 07:02:37,-46942.292,226.948,429.095,-0.832,-43499.737,197.476,423.809,-0.901,-52844.577,232.99,432.916,-0.905,-143286.405,162495.844,-0.881,0.17,19546.34,22168.68,0
3919,200,5,2024-10-12 07:02:40,-51765.3,230.389,424.62,-0.907,-43237.788,199.813,430.15,-0.882,-49032.429,232.614,433.682,-0.838,-144034.53,164154.875,-0.876,0.15,12631.409,14390.71,0
3920,200,6,2024-10-12 07:02:42,-48859.909,219.252,424.742,-0.899,-40527.796,188.494,430.279,-0.877,-45776.749,219.077,433.922,-0.83,-135164.562,155240.938,-0.87,0.2,14241.05,16332.569,0
3921,200,1,2024-10-12 07:03:45,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.17,3837.42,4445.49,0
3922,200,2,2024-10-12 07:03:47,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.17,12394.551,14108.899,0
3923,200,3,2024-10-12 07:03:50,-46614.882,223.374,431.043,-0.84,-44676.077,201.041,427.65,-0.903,-52340.101,230.658,434.615,-0.901,-143689.093,162710.344,-0.882,0.17,19549.262,22171.99,0
3924,200,5,2024-10-12 07:03:53,-51037.093,228.103,427.442,-0.899,-44486.226,204.54,431.262,-0.882,-48786.226,229.155,434.333,-0.845,-144288.249,164549.422,-0.876,0.15,12634.36,14394.04,0
3925,200,6,2024-10-12 07:03:55,-47996.128,216.499,427.688,-0.891,-41777.022,193.178,431.189,-0.878,-45414.382,215.04,434.332,-0.84,-135291.327,155274.813,-0.87,0.2,14243.8,16335.72,0
3926,200,1,2024-10-12 07:04:58,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.17,3837.42,4445.49,0
3927,200,2,2024-10-12 07:05:01,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.17,12394.551,14108.899,0
3928,200,3,2024-10-12 07:05:03,-46928.925,224.451,432.333,-0.836,-44368.175,199.897,428.352,-0.9,-52436.956,230.508,435.802,-0.901,-143858.64,163257.422,-0.88,0.17,19552.189,22175.299,0
3929,200,5,2024-10-12 07:05:06,-51525.237,229.62,428.12,-0.9,-44318.956,203.235,431.925,-0.884,-48749.187,229.444,435.574,-0.842,-144594.671,164930.719,-0.876,0.15,12637.29,14397.391,0
3930,200,6,2024-10-12 07:05:09,-48532.104,218.149,428.26,-0.892,-41614.015,191.914,431.88,-0.879,-45430.03,215.597,435.674,-0.834,-135576.14,155471.281,-0.871,0.2,14246.56,16338.89,0
3931,200,1,2024-10-12 07:06:11,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.17,3837.42,4445.49,0
3932,200,2,2024-10-12 07:06:14,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.17,12394.551,14108.899,0
3933,200,3,2024-10-12 07:06:16,-46733.823,223.007,432.067,-0.839,-44712.026,200.505,428.777,-0.904,-52624.522,231.138,435.863,-0.901,-144070.171,163119.359,-0.882,0.17,19555.111,22178.609,0
3934,200,5,2024-10-12 07:06:19,-51560.198,230.015,428.493,-0.898,-44576.347,204.084,431.91,-0.884,-48614.304,228.712,435.702,-0.842,-144851.171,165200.297,-0.876,0.15,12640.23,14400.75,0
3935,200,6,2024-10-12 07:06:22,-48519.425,218.135,428.516,-0.891,-41908.444,192.885,431.864,-0.88,-45439.237,215.069,435.606,-0.836,-135779.952,155973.984,-0.87,0.2,14249.311,16342.05,0
3936,200,1,2024-10-12 07:07:24,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.17,3837.42,4445.49,0
3937,200,2,2024-10-12 07:07:27,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.17,12394.551,14108.899,0
3938,200,3,2024-10-12 07:07:30,-47629.3,227.91,431.238,-0.837,-44125.937,199.691,426.029,-0.898,-52648.89,231.235,434.022,-0.906,-144410.671,163643.656,-0.881,0.17,19558.061,22181.951,0
3939,200,5,2024-10-12 07:07:32,-51423.229,228.999,426.048,-0.905,-43880.823,202.82,431.165,-0.879,-49540.081,233.218,433.874,-0.843,-144844.046,165085.203,-0.876,0.15,12643.18,14404.1,0
3940,200,6,2024-10-12 07:07:35,-48440.894,217.289,426.039,-0.898,-41208.167,191.416,431.079,-0.874,-46240.034,219.144,433.795,-0.837,-135882.171,155956.172,-0.87,0.2,14252.07,16345.219,0
3941,200,1,2024-10-12 07:08:38,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.17,3837.42,4445.49,0
3942,200,2,2024-10-12 07:08:40,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.17,12394.551,14108.899,0
3943,200,3,2024-10-12 07:08:43,-46766.999,224.26,430.713,-0.837,-44773.921,202.135,426.998,-0.9,-52423.882,231.722,434.183,-0.9,-143852.312,162891.781,-0.882,0.17,19560.979,22185.27,0
3944,200,5,2024-10-12 07:08:45,-51355.792,229.965,426.669,-0.898,-44715.097,205.258,430.142,-0.885,-48585.776,228.754,433.772,-0.845,-144788.78,164980.234,-0.877,0.15,12646.12,14407.449,0
3945,200,6,2024-10-12 07:08:48,-48372.456,218.248,426.668,-0.892,-42000.347,193.739,430.198,-0.881,-45379.323,215.105,433.827,-0.839,-135752.03,155622.219,-0.871,0.2,14254.83,16348.391,0
3946,200,1,2024-10-12 07:09:51,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.17,3837.42,4445.49,0
3947,200,2,2024-10-12 07:09:53,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.17,12394.551,14108.899,0
3948,200,3,2024-10-12 07:09:56,-46646.972,222.561,429.258,-0.846,-45388.733,204.445,426.666,-0.904,-52062.507,230.666,432.756,-0.898,-144098.108,163332.281,-0.881,0.17,19563.92,22188.59,0
3949,200,5,2024-10-12 07:09:59,-50964.405,229.654,426.538,-0.894,-45412.897,208.537,428.707,-0.887,-48391.87,227.433,432.493,-0.85,-144895.343,164916.063,-0.878,0.15,12649.06,14410.81,0
3950,200,6,2024-10-12 07:10:01,-47918.979,217.782,426.705,-0.886,-42816.3,197.377,428.707,-0.883,-45072.312,213.086,432.524,-0.845,-135807.499,155578.438,-0.872,0.2,14257.6,16351.56,0
3951,200,1,2024-10-12 07:11:04,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.17,3837.42,4445.49,0
3952,200,2,2024-10-12 07:11:07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.17,12394.551,14108.899,0
3953,200,3,2024-10-12 07:11:09,-46287.476,223.047,428.402,-0.837,-45230.175,204.052,426.359,-0.905,-52771.495,234.417,433.332,-0.896,-144289.046,163669.203,-0.881,0.17,19566.85,22191.91,0
3954,200,5,2024-10-12 07:11:12,-51451.651,232.046,425.632,-0.894,-45315.147,207.747,427.312,-0.891,-47946.706,226.611,432.23,-0.847,-144713.515,164709.469,-0.878,0.15,12652.01,14414.16,0
3955,200,6,2024-10-12 07:11:14,-48390.878,219.78,425.72,-0.888,-42509.288,195.908,427.583,-0.886,-44872.761,213.351,432.246,-0.841,-135850.077,155697.484,-0.872,0.2,14260.36,16354.729,0
3956,200,1,2024-10-12 07:12:17,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.17,3837.42,4445.49,0
